task_id,answer,correct_answer
rudabank_1566,neg_answer,other_answers
rudabank_1644,pos_answer,pos_answer
rudabank_1381,neg_answer,opening
rudabank_544,back-channeling,back-channeling
rudabank_438,open_question,back-channeling
rudabank_686,closing,closing
rudabank_1343,statement,opening
rudabank_440,back-channeling,back-channeling
rudabank_582,closing,closing
rudabank_1116,neg_answer,neg_answer
rudabank_135,apology,apology
rudabank_25,apology,apology
rudabank_2072,appreciation,thanking
rudabank_2154,back-channeling,yes_no_question
rudabank_1054,neg_answer,neg_answer
rudabank_321,neg_answer,avoiding
rudabank_772,neg_answer,command
rudabank_755,command,command
rudabank_192,statement,appreciation
rudabank_986,neg_answer,disapproval
rudabank_282,appreciation,appreciation
rudabank_1475,opening,opening
rudabank_1189,open_question,open_question
rudabank_742,command,command
rudabank_1948,thanking,thanking
rudabank_1699,pos_answer,pos_answer
rudabank_1208,neg_answer,open_question
rudabank_128,apology,apology
rudabank_990,neg_answer,disapproval
rudabank_1510,statement,other_answers
rudabank_588,closing,closing
rudabank_1315,yes_no_question,open_question
rudabank_1967,thanking,thanking
rudabank_435,neg_answer,back-channeling
rudabank_51,apology,apology
rudabank_44,apology,apology
rudabank_354,neg_answer,avoiding
rudabank_1249,open_question,open_question
rudabank_254,appreciation,appreciation
rudabank_839,command,command
rudabank_637,closing,closing
rudabank_903,open_question,disapproval
rudabank_1828,statement,statement
rudabank_782,command,command
rudabank_819,command,command
rudabank_1375,opening,opening
rudabank_535,pos_answer,back-channeling
rudabank_1345,opening,opening
rudabank_184,appreciation,appreciation
rudabank_1807,statement,statement
rudabank_2229,open_question,yes_no_question
rudabank_1005,neg_answer,disapproval
rudabank_1080,neg_answer,neg_answer
rudabank_1286,open_question,open_question
rudabank_1366,opening,opening
rudabank_1862,statement,statement
rudabank_494,neg_answer,back-channeling
rudabank_931,disapproval,disapproval
rudabank_259,back-channeling,appreciation
rudabank_233,statement,appreciation
rudabank_1905,statement,statement
rudabank_1293,open_question,open_question
rudabank_1574,neg_answer,other_answers
rudabank_240,appreciation,appreciation
rudabank_1083,neg_answer,neg_answer
rudabank_1547,pos_answer,other_answers
rudabank_2224,open_question,yes_no_question
rudabank_727,command,command
rudabank_289,statement,appreciation
rudabank_1165,neg_answer,neg_answer
rudabank_1001,statement,disapproval
rudabank_1618,statement,other_answers
rudabank_1487,neg_answer,other_answers
rudabank_332,avoiding,avoiding
rudabank_838,command,command
rudabank_1451,opening,opening
rudabank_867,command,command
rudabank_905,neg_answer,disapproval
rudabank_1847,neg_answer,statement
rudabank_817,open_question,command
rudabank_554,back-channeling,back-channeling
rudabank_1113,neg_answer,neg_answer
rudabank_1270,open_question,open_question
rudabank_174,disapproval,appreciation
rudabank_679,closing,closing
rudabank_120,apology,apology
rudabank_1192,open_question,open_question
rudabank_1223,open_question,open_question
rudabank_1780,pos_answer,pos_answer
rudabank_2141,yes_no_question,yes_no_question
rudabank_275,appreciation,appreciation
rudabank_599,closing,closing
rudabank_1448,opening,opening
rudabank_1918,statement,statement
rudabank_342,avoiding,avoiding
rudabank_629,pos_answer,closing
rudabank_2147,open_question,yes_no_question
rudabank_1242,open_question,open_question
rudabank_649,closing,closing
rudabank_1549,other_answers,other_answers
rudabank_1877,statement,statement
rudabank_163,appreciation,appreciation
rudabank_2157,open_question,yes_no_question
rudabank_1457,back-channeling,opening
rudabank_1383,opening,opening
rudabank_561,pos_answer,back-channeling
rudabank_1719,pos_answer,pos_answer
rudabank_1596,disapproval,other_answers
rudabank_478,back-channeling,back-channeling
rudabank_529,neg_answer,back-channeling
rudabank_480,open_question,back-channeling
rudabank_230,appreciation,appreciation
rudabank_303,appreciation,appreciation
rudabank_1973,thanking,thanking
rudabank_1689,pos_answer,pos_answer
rudabank_613,disapproval,closing
rudabank_1658,neg_answer,pos_answer
rudabank_1506,statement,other_answers
rudabank_297,appreciation,appreciation
rudabank_879,disapproval,disapproval
rudabank_239,appreciation,appreciation
rudabank_99,apology,apology
rudabank_1775,pos_answer,pos_answer
rudabank_281,statement,appreciation
rudabank_1508,disapproval,other_answers
rudabank_1489,avoiding,other_answers
rudabank_618,closing,closing
rudabank_1176,open_question,open_question
rudabank_2094,open_question,yes_no_question
rudabank_1560,statement,other_answers
rudabank_2123,open_question,yes_no_question
rudabank_124,apology,apology
rudabank_1890,statement,statement
rudabank_185,appreciation,appreciation
rudabank_605,closing,closing
rudabank_2017,thanking,thanking
rudabank_1869,statement,statement
rudabank_65,apology,apology
rudabank_998,neg_answer,disapproval
rudabank_2110,yes_no_question,yes_no_question
rudabank_1512,statement,other_answers
rudabank_1454,opening,opening
rudabank_1106,neg_answer,neg_answer
rudabank_1944,thanking,thanking
rudabank_1491,avoiding,other_answers
rudabank_1837,disapproval,statement
rudabank_1893,pos_answer,statement
rudabank_219,appreciation,appreciation
rudabank_930,disapproval,disapproval
rudabank_978,neg_answer,disapproval
rudabank_1114,neg_answer,neg_answer
rudabank_1900,statement,statement
rudabank_212,appreciation,appreciation
rudabank_420,back-channeling,back-channeling
rudabank_647,closing,closing
rudabank_2140,open_question,yes_no_question
rudabank_2015,appreciation,thanking
rudabank_1886,statement,statement
rudabank_366,avoiding,avoiding
rudabank_430,pos_answer,back-channeling
rudabank_1027,neg_answer,neg_answer
rudabank_949,pos_answer,disapproval
rudabank_857,disapproval,command
rudabank_1606,command,other_answers
rudabank_1950,thanking,thanking
rudabank_210,appreciation,appreciation
rudabank_590,closing,closing
rudabank_299,statement,appreciation
rudabank_306,avoiding,avoiding
rudabank_1781,statement,statement
rudabank_756,avoiding,command
rudabank_1550,neg_answer,other_answers
rudabank_1509,pos_answer,other_answers
rudabank_220,appreciation,appreciation
rudabank_1233,open_question,open_question
rudabank_1044,neg_answer,neg_answer
rudabank_237,appreciation,appreciation
rudabank_2136,avoiding,yes_no_question
rudabank_1974,thanking,thanking
rudabank_409,disapproval,avoiding
rudabank_2101,avoiding,yes_no_question
rudabank_1216,open_question,open_question
rudabank_831,command,command
rudabank_1419,appreciation,opening
rudabank_1505,statement,other_answers
rudabank_1285,open_question,open_question
rudabank_13,apology,apology
rudabank_361,avoiding,avoiding
rudabank_1857,statement,statement
rudabank_296,appreciation,appreciation
rudabank_1773,pos_answer,pos_answer
rudabank_1669,pos_answer,pos_answer
rudabank_527,open_question,back-channeling
rudabank_1851,statement,statement
rudabank_1196,open_question,open_question
rudabank_387,avoiding,avoiding
rudabank_1946,thanking,thanking
rudabank_382,disapproval,avoiding
rudabank_1818,yes_no_question,statement
rudabank_1472,statement,opening
rudabank_1317,open_question,open_question
rudabank_1750,statement,pos_answer
rudabank_1319,open_question,open_question
rudabank_1552,statement,other_answers
rudabank_177,appreciation,appreciation
rudabank_636,pos_answer,closing
rudabank_2044,thanking,thanking
rudabank_203,appreciation,appreciation
rudabank_2125,open_question,yes_no_question
rudabank_1971,appreciation,thanking
rudabank_1697,pos_answer,pos_answer
rudabank_1728,pos_answer,pos_answer
rudabank_840,command,command
rudabank_1221,open_question,open_question
rudabank_729,command,command
rudabank_1481,avoiding,other_answers
rudabank_2075,thanking,thanking
rudabank_316,avoiding,avoiding
rudabank_1610,pos_answer,other_answers
rudabank_1876,statement,statement
rudabank_374,disapproval,avoiding
rudabank_105,apology,apology
rudabank_1626,statement,other_answers
rudabank_121,apology,apology
rudabank_841,disapproval,command
rudabank_1222,open_question,open_question
rudabank_1836,statement,statement
rudabank_1558,statement,other_answers
rudabank_1047,neg_answer,neg_answer
rudabank_2112,open_question,yes_no_question
rudabank_859,statement,command
rudabank_1137,neg_answer,neg_answer
rudabank_115,apology,apology
rudabank_76,neg_answer,apology
rudabank_416,pos_answer,back-channeling
rudabank_1614,statement,other_answers
rudabank_571,closing,closing
rudabank_450,open_question,back-channeling
rudabank_1228,open_question,open_question
rudabank_2040,appreciation,thanking
rudabank_610,disapproval,closing
rudabank_1965,thanking,thanking
rudabank_964,disapproval,disapproval
rudabank_423,pos_answer,back-channeling
rudabank_1651,pos_answer,pos_answer
rudabank_1271,open_question,open_question
rudabank_1683,pos_answer,pos_answer
rudabank_611,closing,closing
rudabank_2120,open_question,yes_no_question
rudabank_893,disapproval,disapproval
rudabank_2202,open_question,yes_no_question
rudabank_1068,neg_answer,neg_answer
rudabank_1429,opening,opening
rudabank_1053,neg_answer,neg_answer
rudabank_1647,pos_answer,pos_answer
rudabank_888,back-channeling,disapproval
rudabank_2083,appreciation,thanking
rudabank_1801,statement,statement
rudabank_178,statement,appreciation
rudabank_471,open_question,back-channeling
rudabank_1456,opening,opening
rudabank_2162,open_question,yes_no_question
rudabank_1269,open_question,open_question
rudabank_1533,statement,other_answers
rudabank_617,closing,closing
rudabank_1406,open_question,opening
rudabank_1134,neg_answer,neg_answer
rudabank_693,disapproval,closing
rudabank_1104,neg_answer,neg_answer
rudabank_891,neg_answer,disapproval
rudabank_2008,thanking,thanking
rudabank_1907,statement,statement
rudabank_1999,thanking,thanking
rudabank_1220,open_question,open_question
rudabank_999,neg_answer,disapproval
rudabank_1263,open_question,open_question
rudabank_1248,open_question,open_question
rudabank_942,disapproval,disapproval
rudabank_1368,open_question,opening
rudabank_63,apology,apology
rudabank_836,statement,command
rudabank_1452,opening,opening
rudabank_694,closing,closing
rudabank_974,disapproval,disapproval
rudabank_1090,neg_answer,neg_answer
rudabank_1389,opening,opening
rudabank_993,neg_answer,disapproval
rudabank_1883,neg_answer,statement
rudabank_973,neg_answer,disapproval
rudabank_1387,opening,opening
rudabank_2031,thanking,thanking
rudabank_2021,thanking,thanking
rudabank_719,command,command
rudabank_1730,pos_answer,pos_answer
rudabank_764,command,command
rudabank_765,statement,command
rudabank_668,disapproval,closing
rudabank_205,statement,appreciation
rudabank_620,closing,closing
rudabank_2126,open_question,yes_no_question
rudabank_1718,pos_answer,pos_answer
rudabank_1572,statement,other_answers
rudabank_2024,thanking,thanking
rudabank_2097,yes_no_question,yes_no_question
rudabank_1204,disapproval,open_question
rudabank_630,pos_answer,closing
rudabank_23,apology,apology
rudabank_1926,statement,statement
rudabank_427,statement,back-channeling
rudabank_1403,opening,opening
rudabank_988,disapproval,disapproval
rudabank_519,open_question,back-channeling
rudabank_198,statement,appreciation
rudabank_49,apology,apology
