text,quest pronoun,variants,correct_answer,answer
"Между тем версия о том, что Масхадова убили не 8 марта и не в селении Толстой-Юрт, получила подтверждения. Ранее сообщалось, что, по одной из версий, Масхадов был убит в воскресенье 6 марта. Его местонахождение выдал за крупное вознаграждение один из жителей Ножай-Юртовского района. На захват Масхадова выехала группа во главе с Рамзаном Кадыровым, но тот решил не брать на себя убийство Масхадова, опасаясь кровной мести, и попросил федеральные спецслужбы приписать результаты операции другим структурам.",тот,"['один из жителей Ножай-Юртовского района', 'Рамзаном Кадыровым', 'Масхадова']",2,2
"Между тем, как сообщает интернет-издание ""Украинская правда"", главным редактором которого был Георгий Гонгадзе, Кравченко в предсмертной записке назвал себя жертвой политического авантюризма Кучмы. Издание ссылается на источники в правоохранительных органах.",себя,"['Кучмы', 'Георгий Гонгадзе', 'Кравченко']",3,3
"""Страна находится в полном упадке, и при этом они вдруг обнаружили, что их не облизали, о них рассказали правду - только ту, которая есть, и им эта правда очень не понравилась. Вот последовала такая реакция. Ну, честно говоря, от того, что они закроют ""Комсомольскую правду"" - имеется в виду печатное издание, - ведь ничего не изменится. Им нужно полностью тогда заблокировать интернет, чтобы не читать о себе правду. Да я думаю, что, наверное, и половину населения, которая работает в России и возвращается, нужно заставлять при перелете подписывать специальные бумаги о том, что они не будут рассказывать правду о нашей стране и о том, что происходит в Таджикистане на самом деле"", - добавил Пономарев.",себе,"['половину населения', '""Комсомольскую правду""', 'Таджикистане']",3,3
"Кроме того, консорциум планирует использовать для сборки производственные мощности калининградского ""Автотора"", а также взять на себя все продажи Opel и Chevrolet в стране.",себя,"['калининградского ""Автотора""', 'консорциум', 'Opel']",2,2
"Этим успехом сборная Португалии практически обеспечила себе выход в четвертьфинал первенства Европы. Если позднее в среду Швейцарцы не наберут три очка в матче с Турцией, то подопечные Сколари, которым в последнем туре предстоит игра именно с ними, гарантированно занимают в группе А место не ниже второго.",себе,"['Турцией', 'сборная Португалии', 'Европы']",2,2
"""По их словам, автомобиль BMW 5-й серии с номерами А 073 МР выскочил на встречную полосу, после чего произошло столкновение. Один свидетель рассказал, что он долгое время следовал за BMW и видел, как вел себя водитель на дороге: он то и дело выезжал на встречную полосу, даже при активном встречном потоке"", - говорил ранее отец пострадавшей Александр Ярош. Он уточнил, что этот свидетель самого момента аварии не видел, так как иномарка чиновника ""скрылась из вида"", но затем увидел аварию с участием этого автомобиля.",себя,"['отец пострадавшей Александр Ярош', 'Один свидетель', 'водитель']",3,3
"После ""оранжевой революции"" и смены власти на Украине в начале 2005 года покончил с собой бывший глава МВД Юрий Кравченко, также фигурирующий на ""пленках Мельниченко"". Экс-министра позже назвали главным заказчиком убийства.",собой,"['главным заказчиком убийства', 'бывший глава МВД Юрий Кравченко', 'Мельниченко']",2,2
"Как отмечает ""Газета GZT.ru"", сюжет новой серии иронично напоминает положение дел всей франшизы. Если первые две части принесли ""Шреку"" мировую популярность, задав, в принципе, новую планку мировой анимации, то сегодня создателям остается лишь грезить о былой славе. Собственно говоря, это и есть задача максимум для выходящего ""Шрека навсегда"" - либо он похоронит под собой успешные первые части, еще раз подтвердив теорию, что достойных продолжений - раз, два и обчелся, либо даст шанс DreamWorks оторваться на приквеле.",собой,"['успешные первые части', '""Шреку""', 'выходящего ""Шрека навсегда""']",3,3
"Автор статьи доктор Пол Браун с характерным британским юмором использует рисунок человека, сделанный Леонардо да Винчи, чтобы изложить предложения, возникшие в ходе обсуждения, и в некотором роде направить их лично ""высшему дизайнеру"" - Создателю. Статья Брауна так и называется - ""Письмо Богу"", и он позволяет себе некоторую иронию в отношении Всевышнего.",себе,"['Всевышнего', 'Леонардо да Винчи', 'Брауна']",3,3
"Мелания Трамп пригрозила подать в суд на основанную гражданином США языковую школу в столице Хорватии Загребе за то, что та использовала ее образ для рекламы своих курсов. Фотография бывшей модели, ставшей первой леди США, сопровождалась на рекламных щитах надписью ""Просто представьте, как далеко вы сможете пойти, совсем чуть-чуть освоив английский"".",та,"['Хорватии', 'языковую школу в столице Хорватии Загребе', 'бывшей модели']",2,2
"По его словам, зрители проявили интерес к проекту во многих городах России. ""Молодая аудитория реагирует на него даже живее, чем мы надеялись. Фильм-то просветительский, не публицистический. Мы собрали интересные исторические факты, многие из которых мы сами для себя открыли только в процессе работы"", - говорит режиссер.",себя,"['России', 'мы сами', 'режиссер']",2,2
"""Скажу сразу, я не осуждаю и не атакую Голливуд, он меня устраивает, - заявил на состоявшейся пресс-конференции Дэвид Кроненберг. - Аналогичная голливудской атмосфера существует и на Уолл-стрит, и в Кремниевой долине - везде, где есть амбициозные люди"". ""При создании картины меня в первую очередь интересовала проблема борьбы людей за то, чтобы общество признало факт их реального существования. В нашу эпоху новейших медиа- и кинотехнологий образ человека начал существовать отдельно от него самого. В результате герои моей картины изо всех сил пытаются позиционировать себя как реальность, а не цифровую версию в кино или на просторах интернета"", - подчеркнул режиссер.",себя,"['герои моей картины', 'человека', 'моей']",1,1
"Как стало известно, в конце концов вице-мэр Волгограда Андрей Доронин заявил, что в городском бюджете средств на установку памятника нет: ""Заместитель главы Волгоградской области Лев Алферов обратился с письмом на имя мэра Евгения Ищенко, в котором попросил нас подыскать место для ""Большой тройки"". Вопросы финансирования мероприятий по доставке и установке изваяния не затрагивались. Могу заявить однозначно - затраты на установку памятника городской бюджет на себя не возьмет"".",себя,"['памятника', 'Волгограда', 'городской бюджет']",3,3
"Недельное перемирие не оправдало ожиданий ни властей в Киеве, ни гражданского населения, поскольку весь период в регионе продолжалась стрельба с обеих сторон, гибли военные и мирные люди, а обстановка продолжала оставаться напряженной. Украинские сепаратисты обвиняли в нападениях военных, те же отвечали, что отстреливаются, а инициаторами стычек становятся как раз незаконно вооружившиеся граждане.",те,"['военных', 'Украинские сепаратисты', 'обеих сторон']",1,1
"По его словам, Бекхэм не является идеальным игроком, который впишется в систему ""Милана"". Более того, под Бекхэма придется менять всю игру красно-черных. Сейчас Анчелотти все в ""Милане"" устраивает, и поэтому он не хотел бы менять кого-либо из своих игроков. ""Я не хотел бы, чтобы сейчас продали кого-либо из моих нынешних подопечных. Впрочем, я не знаю и какая судьба ожидает меня в преддверии следующего сезона"", - отметил тренер соперников московского ""Локомотива"" по Лиге чемпионов. Напомним, что ""Милан"" уже предлагал себя в качестве нового клуба для Бекхэма. Это было в 2000 году, однако тогда Бекхэм заключил новый контракт с ""Манчестер Юнайтед"" и сделка сорвалась.",себя,"['""Манчестер Юнайтед""', '""Милан""', 'московского ""Локомотива""']",2,2
"Для создания дружин гагаузским властям принимать специального закона не нужно. Они намерены воспользоваться тем, который уже действует на территории государства - ""О народных гвардиях"". За использование этого закона на внеочередном собрании, которое состоялось 14 марта, проголосовали 25 депутатов из 30 пришедших на заседание. Всего в гагаузском парламенте 35 депутатов.",тем,"['""О народных гвардиях""', 'гагаузским властям', 'дружин']",1,1
"В США продолжается расследование убийства русскоязычной семьи Лазукиных в городе Салем (штат Орегон). Следствие не сомневается, что 27-летний глава семейства Николай Лазукин в минувший вторник застрелил 26-летнюю жену Наталью и своих двух маленьких дочерей - трехлетнюю Анжелику и годовалую Зою, после чего поджег дом, отъехал на несколько километров и убил себя выстрелом в голову в салоне автомобиля. Младшая дочь Лазукиных - четырехмесячная Софи - по заключению экспертизы, погибла от удушья.",себя,"['27-летний глава семейства Николай Лазукин', 'Младшая дочь Лазукиных - четырехмесячная Софи', '26-летнюю жену Наталью']",1,1
"Третьеклассник Сева, по словам его отца, сел в автобус, чтобы доехать на нем домой после занятий. Он предъявил кондуктору транспортную карту, однако женщина потребовала заплатить 15 рублей за провоз якобы тяжелого рюкзака. Школьник отказался, тогда кондуктор толкнула его в грудь, и тот выпал из автобуса спиной вперед.",тот,"['кондуктор', 'его отца', 'Школьник']",3,3
"Из примерно 2000 опрошенных взрослых граждан РФ 71% заявил, что не считает себя европейцем или евроазиатом, а 45% сказали, что видят в Европейском Союзе угрозу. При этом четверть последних полагают, что Россия может лишиться своей финансовой и экономической независимости, сообщает ""Интерфакс"".",себя,"['71%', 'Европейском Союзе', 'РФ']",1,1
"И вот случилось то, чего ждали, отставка. Но покидает команду не главный тренер, а президент. Сергей Сидоровский взял на себя всю ответственность за неудачи команды. В прошлом году он был одним из тех, кто принимал решение об отстранении с поста главного тренера Зинутэлы Билялетдинова и назначении на его место Владимира Семенова. Теперь он выразил готовность ответить за свои действия.",себя,"['Сергей Сидоровский', 'главного тренера Зинутэлы Билялетдинова', 'главный тренер']",1,1
"Напомним, на данный момент Facebook блокирован в Китае, как и ряд других популярных американских порталов. За деятельностью иностранных ресурсов пристально следит правительство страны и блокирует те из них, что ""не верно"" подают информацию. Однако соцсеть продолжает рассматривать для себя рынки Китая, Южной Кореи и Японии, как плацдарм для взятия новой планки - имея сейчас аудиторию примерно в 500 млн посетителей, компания рассчитывает расширить ее до 1 млрд за счет жителей этих стран.",себя,"['аудиторию', 'Китая', 'соцсеть']",3,3
"Так, Мамонтов показал синхрон с бывшим помощником предпринимателя, которого представили как Алексей Вешняк. Тот рассказал, что пару лет назад встречался в Лондоне с Березовским, который был восхищен акциями арт-группы ""Война"". Он на компьютере демонстрировал изображения и заявлял, что у подобных акций большое будущее. (Прим. NEWSru.com: одна из участниц Pussy Riot, Надежда Толоконникова, действительно имела отношение к ""Войне"", но весьма косвенное. В фильме же Мамонтова в одну кучу были смешаны совершенно разные акции - ""воинствующие хулиганы испохабили мост в Санкт-Петербурге"" или ""совали курицу в промежность"" - Толоконникова не имела к ним отношения).",Тот,"['арт-группы ""Война""', 'Мамонтов', 'бывшим помощником предпринимателя']",3,3
"Инцидент, в котором ""засветился"" Хребтов, произошел в ночь на 19 мая нынешнего года в петербургском Колпино. Активисты ""Синих ведерок"" и ""Дорожного контроля"" Георгий Кокорин и Алексей Новиков сделали замечание сотрудникам ДПС, что их автомобиль стоит на тротуаре. Те, по словам пострадавших, начали кому-то звонить и просить подъехать. Прибывшей ""подмогой"" стала черная BMW, из которой вышли пятеро мужчин, трое из них практически сразу начали избивать Кокорина и Новикова. При этом сотрудник ДПС, проверявший документы у кого-то из других автомобилистов на другой стороне улицы, не предпринял попыток остановить драку.",Те,"['пятеро мужчин', 'пострадавших', 'сотрудникам ДПС']",3,3
"Депутат получил соответствующий мандат, подписанный представителем ДНР в России Алексеем Муратовым. Руководство ДНР, провозгласившей себя независимой от Украины после референдума 11 мая, просит питерские власти оказать всяческую поддержку предъявителю этого мандата. Назначение Милонова на этот пост послужит легитимизации представительства ДНР в Северной столице, упростит взаимодействие с местными властями и покажет пример остальным российским политикам, рассчитывают в ДНР.",себя,"['представительства ДНР в Северной столице', 'ДНР', 'России']",2,2
"Картина рассказывает историю первой любви 17-летней девушки Адель. Главная героиня (Адель Экзаркопулос), которая очень любит детей и мечтает стать учительницей, незадолго до своего 18-летия встречает Эмму (Леа Сейду) - загадочную девушку с голубыми волосами - и влюбляется в нее. Фильм содержит достаточно много откровенных эротических сцен. Недавно во Франции приняли закон о легализации однополых браков, но политический контекст проблем однополой любви, по признанию самого Кешиша, его особо не волновал, он хотел показать ""просто любовную историю, которая включает в себя всю красоту отношений"".",себя,"['просто любовную историю', 'самого Кешиша', 'Фильм']",1,2
"Напомним, для оплаты покупки ""Юганскнефтегаза"" ВЭБ занял 6 млрд долларов у китайских банков, в том числе у китайского Eximbank, а затем выдал их ""Роснефти"". Эта госкомпания приобрела ООО ""Байкалфинансгруп"" - никому не известного победителя аукциона по ""Юганску"". CNPC привлекла кредиты у китайских банков и задепонировала эти деньги на своих счетах в одном из них. Затем этот банк прокредитовал ВЭБ, а тот - ""Роснефть"".",тот,"['ВЭБ', 'этот банк', '""Юганску""']",1,1
"Что же касается оговорки об Эльзасе, то российскому читателю она, возможно, напомнит об ошибке, которую допустил вице-премьер, министр финансов России Алексей Кудрин. В октябре 2010 года, выступая на Международном инвестиционном форуме ""Россия зовет!"", Алексей Леонидович сказал: ""Считаю, что сегодня борьба с коррупцией является главным злом"". Аудитория ответила хохотом и аплодисментами, тогда министр улыбнулся и исправил оговорку: по его мнению, главное зло все-таки - это коррупция, а главное дело правительства и президента - борьба с ней.",она,"['вице-премьер, министр финансов России Алексей Кудрин', 'оговорки об Эльзасе', 'Эльзасе']",2,2
"Упоминание ""дела Литвиненко"" тоже вызвало негодование в посольстве РФ в Лондоне. Там обратили внимание на то, что в статье The Guardian ""в лучших британских журналистских традициях проводится связь между упомянутым никем не подтвержденным запросом и аналогичными обращениями Лондона по ""делу Литвиненко"". ""При этом аккуратно опускаются важные детали. Пользуясь тем, что в соответствии с конституцией России наши граждане не подлежат экстрадиции в третьи страны, британские власти наотрез отказывались задавать свои вопросы россиянам в соответствии с действующими двусторонними и многосторонними механизмами правовой помощи, представляя дело так, будто российская сторона покрывает преступников. Все это выглядит как политическое наперстничество"", - указали в диппредставительстве.",свои,"['Лондона', 'Литвиненко', 'британские власти']",3,3
"Управление информации и общественных связей МВД Белоруссии сообщило, что в 19:00 29 июня на площади Октябрьская и прилегающих к ней улицах стали собираться группы людей по 30-70 человек. Оттуда они пошли по проспекту Независимости от улицы Энгельса до улицы Янки Купалы, а также от Дома офицеров в сторону улицы Янки Купалы, чтобы попасть в итоге на площадь Победы, передает ""Интерфакс"".",ней,"['группы людей по 30-70 человек', 'площади Октябрьская', 'Белоруссии']",2,2
"Первые подозрения относительно Кузнецова появились еще в 2008 году, когда у него заподозрили наличие паспорта гражданина США, что противоречило статусу госслужащего. В том же 2008-м чиновник ушел с поста и покинул страну, вскоре были возбуждены уголовные дела. Но в международный розыск Кузнецов был объявлен только осенью 2012 года. Оппозиционер Алексей Навальный полагает, что этому способствовала в том числе его деятельность по делу экс-министра и, в частности, письма в полицию. ""МВД и СК не сообщает, сколько времени ушло на то, чтобы заставить их внести Кузнецова в базу Интерпола, благодаря чему он и был задержан сегодня"", - написал Навальный в своем блоге на прошлой неделе.",своем,"['Навальный', 'МВД', 'Кузнецова']",1,1
"Сформированное в конце октября прошлого года после продления срока действующего президента страны Эмиля Лахуда правительство просуществовало чуть более четырех месяцев, несмотря на то, что изначально ему итак был отведен весьма небольшой срок - до выборов в парламент, назначенных на май. Впервые в истории Ливана правительство подало в отставку в стенах парламента, отмечает РИА ""Новости"".",ему,"['правительство', 'РИА ""Новости""', 'парламент']",1,1
"Сотрудник дорожной полиции Иван Букацык говорит: ""Мужчина выехал на своем Volvo против движения на скоростную магистраль и лоб в лоб столкнулся с BMW, в котором было четверо пассажиров. В результате столкновения BMW загорелся, можно сказать - взорвался. Третьим участником аварии стал фургон, водитель которого не успел вовремя оттормозиться"". К счастью, водитель фургона серьезно не пострадал.",своем,"['Мужчина', 'BMW', 'Сотрудник дорожной полиции Иван Букацык']",1,1
"Брат одной из жертв уже потерял надежду, что убийство раскроют. Его сестра, 16-летняя Цуй Цзиньпин, получила 22 ножевых ранения, прежде чем убийца перерезал ей горло в ее же доме утром 30 ноября 1998 года. Ее руки и другие части тела так и не были найдены: как пишет Toutiao.com, вместе с руками убийца унес обе груди, оба уха и трусы девушки. Их мать, которая первой в тот день обнаружила тело дочери в гостиной в луже крови, слушая новости о поимке Гао, не переставала плакать. Их отец умер спустя три года после убийства дочери ""в отчаянии"". ""Несмотря на то, что прошло 18 лет, семья никогда не переставала думать о ней"", - добавил он.",Его,"['Их отец', 'убийца', 'Брат одной из жертв']",3,3
"Брат одной из жертв уже потерял надежду, что убийство раскроют. Его сестра, 16-летняя Цуй Цзиньпин, получила 22 ножевых ранения, прежде чем убийца перерезал ей горло в ее же доме утром 30 ноября 1998 года. Ее руки и другие части тела так и не были найдены: как пишет Toutiao.com, вместе с руками убийца унес обе груди, оба уха и трусы девушки. Их мать, которая первой в тот день обнаружила тело дочери в гостиной в луже крови, слушая новости о поимке Гао, не переставала плакать. Их отец умер спустя три года после убийства дочери ""в отчаянии"". ""Несмотря на то, что прошло 18 лет, семья никогда не переставала думать о ней"", - добавил он.",Ее,"['Их мать', 'убийца', 'Его сестра, 16-летняя Цуй Цзиньпин']",3,3
"Одну из жалоб подал активист движения ""Солидарность"" Илья Яшин, которому было отказано в регистрации из-за большого числа недостоверных подписей. Оспаривает отказ в регистрации и некий претендент на мандат Мосгордумы, который утверждает, что не является гражданином РФ, а живет в придуманной им стране. Этот человек представил на регистрацию собственноручно изготовленный паспорт. ЦИК передал жалобы в Мосгоризбирком, так как их обсуждение в его компетенции.",им,"['активист движения ""Солидарность"" Илья Яшин', 'Илья Яшин', 'Этот человек']",3,3
"В Государственную Думу представителей Российского авторского общества обещали позвать. Отметим, РАО - это, по собственному определению, ""некоммерческая общественная организация, созданная авторами для реализации и охраны авторских прав в сфере интеллектуальной деятельности"". РАО уже прославилось попытками стребовать деньги за исполнение песен с их же авторов. Так, в феврале этого года РАО потребовало выплаты ему около 2,5 млн рублей за исполнение песен американской певицы Бейонсе с устроителей концерта самой Бейонсе. В июле 2009 года РАО успешно защитило в суде права на исполнение песен группы Deep Purple от самой Deep Purple, которая должна теперь заплатить самой себе 450 тысяч рублей, но через РАО, которое оставит себе комиссию за оформление дела.",себе,"['самой Deep Purple', 'самой Бейонсе', 'РАО']",1,1
