text,first span,second span,correct_answer,answer
"Блоггеров потряс невероятный трюк саудовских лихачей: сидя на кузове движущегося джипа, откручивают и снимают у него два колеса (ВИДЕО)",саудовских лихачей,Блоггеров,False,False
"Ракеты российских комплексов ""Искандер"", которые состояли на вооружении Армении, во время конфликта в Нагорном Карабахе не взорвались или взорвались на 10%, заявил премьер-министр Армении Никол Пашинян в интервью изданию 1in.am. Так он прокомментировал заявление бывшего президента страны Сержа Саргсяна, что войска Армении могли бы использовать ракетные комплексы на четвертый день войны.","российских комплексов ""Искандер""",ракетные комплексы,True,False
"""Основная масса задержанных беженцев - жители Чечни, которые здесь находятся с целью получения убежища"", - сообщил ""Интерфаксу"" генеральный консул России в Познани Владимир Ткачев. Он добавил, что при любом обращении генконсульство будет прояснять ситуацию, ""если дело будет касаться непосредственно российских граждан"". ""Но от них никаких обращений к нам не поступало"", - сказал дипломат.",генеральный консул России в Познани Владимир Ткачев,дипломат,True,False
"По словам Павлова, 15 февраля после заседания Верховного суда по делу Севастиди ""по возвращении в Лефортово Оксану вызвали в кабинет начальника СИЗО"". Кроме Алексея Ромашина там находились еще три сотрудника изолятора. ""Ромашин сказал Оксане, что президент обещал разобраться в деле, поэтому необходимо написать прошение о помиловании. После этого начальник продиктовал обращение, в тексте которого Оксана в очередной раз должна была признать вину, раскаяться и уповать на милость высоких чиновников. Под его диктовку Оксана написала обращение"", - рассказал адвокат.",начальника СИЗО,Ромашин,True,False
"Сам Соловьев на вопрос ""Ведомостей"", может ли он в будущем возглавить ""Русал"", передал через пресс-службу: ""Олег Владимирович по-прежнему остается гендиректором"". Представитель ""Русала"" также сообщил, что Дерипаска не намерен покидать пост руководителя компании. Такая расстановка сил, когда Дерипаска на посту гендиректора занимается стратегическими вопросами, а Соловьев - оперативным управлением, оптимальна, считает представитель En+. К этому мнению присоединился и представитель Виктора Вексельберга, совладельца ""Русала"" (через Sual Partners).","""Ведомостей""",компании,False,False
"На встрече с главой государства сразу после вынесения приговора летчикам Ромодановский заявил, что таджики совершают больше преступлений, чем другие мигранты. Сразу после этого начались облавы на гастарбайтеров. На прошлой неделе сообщалось, что за нарушение условий пребывания в России задержаны и ожидают депортации на родину 297 граждан Таджикистана. Накануне посол Таджикистана в Москве Абдулмаджид Достиев обвинил Москву в том, что она ""играет судьбами"" таджиков и делает ""невыносимой жизнь простых людей"" из-за приговора летчикам.",Таджикистана,родину,True,False
"Лучшим тренером года стал рулевой ""Барселоны"" Хосеп Гвардиола, который обошел таких грандов тренерского цеха как сэр Алекс Фергюсон из ""Манчестер Юнайтед"" и единственный и неповторимый наставник мадридского ""Реала"" Жозе Моуринью, который также не посетил Цюрих из-за сильной занятости.","""Манчестер Юнайтед""","мадридского ""Реала""",False,False
"Хиддинк вполне может покинуть сборную России после невыхода на чемпионат мира, но при этом он пользуется полным доверием Абрамовича. Его зарплату в 5 миллионов фунтов частично финансирует Абрамович, и они сблизились после удачной работы голландца в ""Челси"" в начале года.",Хиддинк,голландца,True,False
"Шесть военных округов будут преобразованы в четыре оперативно-стратегических командования, рассказал на заседании комитета Совета Федерации по обороне и безопасности начальник Генштаба Вооруженных сил РФ Николай Макаров. Командующим новых военных округов будут подчинены все ВС, дислоцированные на их территории, в том числе ВМФ, ВВС и ПВО, за исключением ядерных сил, передает ""Интерфакс"".",ВВС,Вооруженных сил РФ,False,False
"По словам журналистки, очень мало беженцев получают статус беженца в Польше. ""Дело в том, что в рамках Евросоюза функционирует Дублинский договор, в соответствии с которым беженец, который пересекает границу страны ЕС, должен в ней и оставаться, в этой стране. Этот договор связан с шенгенской системой. И поскольку Польша зачастую оказывается первой страной ЕС для тех, кто стремится в него с востока, беженцы вынуждены оставаться здесь. До вступления этого договора в силу беженцы, проведя в Польше некоторое время, направлялись дальше на Запад – туда, где у них часто есть жилье и средства к существованию. И где, конечно, жизнь вообще богаче, чем в Польше. А теперь и они, и Польша оказались как бы в ловушке: ни поляки, ни беженцы не в восторге от того, что им приходится здесь оставаться в довольно больших количествах, сообщила Курчаб-Редлис.",Этот договор,Дублинский договор,True,False
"""Мы нашли в Службе безопасности Украины, что 29 июня 2000 года после разговора президента Кучмы и председателя СБУ Деркача, где Кучма дал указание Деркачу - ""сможете ли вы сделать с Гонгадзе..."", - сказал депутат.",депутат,Кучма,False,False
"Министр иностранных дел Сергей Лавров считает, что задача встречи замминистров иностранных дел в Лондоне по Ирану в понедельник будет непростой. ""С одной стороны, иранское руководство пока не дает удовлетворительных ответов на известные вопросы, которые есть у МАГАТЭ, с другой стороны участились, и это беспокоит, прогнозы о том, что по Ирану могут быть нанесены удары"", - сказал Лавров на совещании у президента России Владимира Путина.",Лавров,замминистров иностранных дел,False,False
"Некоторые предприниматели, чья недвижимость попала в охранную зону, считают, что постановление N14 вышло под влиянием епархии, ""чтобы давить на бизнес"". В ростовском Министерстве культуры заявили, что
епархия не имеет отношения к этому решению властей.",епархия,охранную зону,False,False
"По словам Павлова, 15 февраля после заседания Верховного суда по делу Севастиди ""по возвращении в Лефортово Оксану вызвали в кабинет начальника СИЗО"". Кроме Алексея Ромашина там находились еще три сотрудника изолятора. ""Ромашин сказал Оксане, что президент обещал разобраться в деле, поэтому необходимо написать прошение о помиловании. После этого начальник продиктовал обращение, в тексте которого Оксана в очередной раз должна была признать вину, раскаяться и уповать на милость высоких чиновников. Под его диктовку Оксана написала обращение"", - рассказал адвокат.",начальника СИЗО,Ромашин,True,False
"Министерство иностранных дел РФ высмеяло фотографию, на которой изображены госсекретарь США Джон Керри и пятеро его предшественников с лопатами в руках. Снимок, автором которого является фотограф Джонатан Эрнст, был сделан во время церемонии закладки фундамента Дипломатического центра в Вашингтоне 3 сентября.",Снимок,фотографию,True,False
"Юристы радиостанции по требованию Венедиктова начали готовить иски в суд, а также попросили трудовую инспекцию проверить законность увольнения журналиста. По мере развития конфликта между акционером и редакцией Лесин признал, что Плющев был уволен с нарушением установленных норм. Накануне глава ""Газпром-Медиа"" провел встречу с редакцией ""Эха"", на которой заявил, что цели ""уничтожить"" радиостанцию у него нет.",журналиста,акционером,False,False
"Как пишут противники свалки, 27 мая продолжились работы по строительству мусорного полигона - кран грузил плиты, а на месте работали экскаваторы. Сотрудники частного охранного предприятия не подпускали экоактивистов к месту работ, а ОМОН оттаскивал людей и применял к ним силовые методы. Кроме того, со стороны железнодорожной станции стояло оцепление силовиков. Когда противники свалки встали в ста метрах от станции, на них напала охрана.",экоактивистов,Сотрудники частного охранного предприятия,False,False
"Навального и его сторонников увиденное не удовлетворило, так что от от суда оппозиционер не отказался. А блоггеры заметили некоторые детали, показавшиеся им странными: заявление было написано от имени мэра, а не врио мэра, как должно быть, к тому же на бланке заявления не проставлена дата. Она имеется только под подписью Путина - 5.06.2013.",блоггеры,его сторонников,False,False
"Как пишет Walla, в 2010 году Заручевский снова подал иск в БАГАЦ с помощью адвоката, которую позже признали виновной в мошенничестве и лишили адвокатской лицензии. До своего ареста в прошлом месяце Заручевский был убежден, что его дело находится на рассмотрении в МВД и что им занимается адвокат. После ареста Михаил обратился к другому адвокату.",Заручевский,Михаил,True,False
"Прокурор штата Южная Каролина Скарлетт Уилсон намерена добиться смертного приговора для 21-летнего Дилана Руфа, обвиняемого в убийстве девяти афроамериканцев в церкви Чарльстона. Сторона обвинения планирует доказать вменяемость стрелка и обращает внимание, что молодому человеку вменяется убийство двух и более лиц, а его действия представляли угрозу для других людей, сообщает Associated Press.",стрелка,молодому человеку,True,False
"При этом Фрид выразил уверенность, что последствия для приближенных президента России Владимира Путина могут быть весьма серьезными. Например, факт попадания в этот список увеличивает риск того, что в будущем против этого конкретного человека будут введены экономические санкции. Это может обернуться включением фигуранта в так называемый список граждан особых категорий, которые лишаются доступа ко всему, что связано с финансовой системой США, а следовательно, и к большинству европейских банков.",фигуранта,президента России Владимира Путина,False,False
"США вводят визовые ограничения в отношении ряда должностных лиц КНР, в том числе членов Коммунистической партии Китая (КПК), в связи с приписываемой им ""деятельностью по принуждению"". Об этом, как передает ТАСС, говорится в распространенном в пятницу письменном заявлении американского госсекретаря Майкла Помпео.",КНР,Коммунистической партии Китая,False,False
"Несколько человек, в том числе вице-премьер Дагестана Гаджи Махачев, погибли в крупном ДТП на Кутузовском проспекте в Москве. Столкнулись пять автомобилей. По предварительным данным, авария произошла в результате лобового столкновения микроавтобуса Chevrolet с автомобилем Mercedes. После удара машины перевернулись, и микроавтобус загорелся, в нем погибли два человека. В разбитые машины врезались еще три иномарки, сообщает ИТАР-ТАСС со ссылкой на правоохранительные органы.",автомобилем Mercedes,микроавтобус,False,False
"Но время шло, заводить дневники стало модным поветрием, в Сеть попали звезды шоу-бизнеса, литераторы, бизнесмены - и в каждом случае невозможно понять, сами ли они выкраивают драгоценное время, сочиняя и выкладывая тексты, либо над ними полностью трудятся помощники. В числе первых политиков, которые завели себе ""Живой журнал"", в основном были оппозиционеры - Никита Белых, Борис Немцов, Валерия Новодворская. А когда неожиданно для всех кандидатом в президенты в 2008 году стал лидер ДПР Андрей Богданов, ничего не знающие о нем журналисты бросились в его ЖЖ в поисках хоть какой-то информации (ник Богданова - bonych).",бизнесмены,первых политиков,False,False
"В Иваново произошел взрыв газового котла на территории котельной ОАО ""Ивхимпром"". В результате инцидента пять человек получили ранения различной степени тяжести. Один из них позднее скончался в больнице. В настоящее время в котельной работают все экстренные службы города, сообщается на официальном сайте регионального МЧС.",Иваново,города,True,False
"В небольшом поселке Солнечное близ Петербурга минувшим воскресеньем после успешной операции экологических активистов к людям вернулось озеро. Местные жители не видели его два года - с тех пор, как некая строительная компания возвела вокруг водоема забор, захватив попутно и несколько лишних гектаров земли. Эту компанию связывают с Сергеем Матвиенко - сыном экс-губернатора Петербурга.",водоема,озеро,True,False
"Премьер-министр Испании ранее уже говорил о срочной необходимости введения жестких мер, чтобы снизить заимствования страны путем повышения налога на добавленную стоимость бензина, общественного транспорта, гостиниц, ресторанов и воды. В настоящее время ставка НДС по ним сильно занижена.",Испании,страны,True,False
"Между тем в Минобороны уточнили, что бортинженер погиб. ""Сегодня около 12 часов мск при выполнении планового учебного полета недалеко от населенного пункта Ивановское потерпел катастрофу вертолет Ми-8 Сызранского филиала Военно-воздушной академии имени Жуковского и Гагарина. Из трех членов экипажа покинуть падающий вертолет удалось командиру (инструктору) и обучаемому курсанту. Бортинженер погиб"", - сообщил агентству начальник управления пресс-службы и информации Минобороны РФ генерал-майор Игорь Конашенков.",агентству,Минобороны РФ,False,False
"Президент Украины Виктор Ющенко подписал закон, по которому голодомор в 1932-1933 годах на Украине признан геноцидом украинского народа, сообщает пресс-служба главы государства в среду. Накануне проект закона приняла Рада. Обсуждение было крайне напряженным и впервые раскололо антикризисную коалицию. В итоге был принят вариант Ющенко, но с парой поправок его оппонентов - Партии регионов.",вариант Ющенко,проект закона,True,False
"Австро-канадская Magna объяснила, за счет чего консорциум покупателей немецкого Opel надеется продавать в России 1 миллион автомобилей. В новый концерн на базе Opel войдет не только завод General Motors (GM) в Санкт-Петербурге, но и пакеты GM в тольяттинском ""GM-АвтоВАЗе"" (GM владеет 41,6%) и совместном предприятии GM-Uzbekistan, пишет газета ""Ведомости"" со ссылкой на заявления соуправляющего Magna Зигфрида Вольфа.",АвтоВАЗе,новый концерн на базе Opel,False,False
"Ранее в понедельник сообщалось, что накануне вечером в милицию обратился мужчина и сообщил, что в одном из сетевых магазинов купил пакет сахара, в котором дома обнаружил вещество, похожее на ртуть. В общежитие, расположенное по адресу Фестивальная улица, дом 52, корпус 1, где проживает пострадавший, выехали эксперты. В комнатах и в коридоре седьмого этажа специалисты обнаружили пары ртути, превышающие допустимые нормы в 100 раз, сообщил РИА ""Новости"" источник в правоохранительных органах столицы.",пострадавший,мужчина,True,False
"По словам Эрнандеса, российское судно подняло на мачте сигнальный флаг, который показывает, что корабль ограничен в движении. Однако это было не так - корабль маневрировал, приближаясь к эсминцу Gravely. Как отметил представитель Пентагона, когда Gravely изменил курс и скорость, ""Ярослав Мудрый"" сделал то же самое, а это означает, что никаких ограничений в возможности совершать маневры у него не было и он намеренно дал ложный сигнал. По версии Пентагона, российский корабль пытался помешать операциям авианосца Harry S. Truman.",российское судно,корабль,True,False
"Президент Чечни Рамзан Кадыров встревожен ситуацией вокруг чеченских беженцев в Польше, попытавшихся захватить поезд, чтобы добраться до Страсбурга. Действия беженцев он назвал ""шагом отчаяния"" и возложил ответственность за произошедшее на Варшаву.",чеченских беженцев в Польше,беженцев,True,False
"Рабочая партия Курдистана взяла ответственность за теракт, который произошел накануне в одном из полицейских участков Стамбула. На одном из сайтов повстанческой организации появилось заявление, где названы имена всех трех боевиков, погибших в результате нападения, сообщает Reuters.",Рабочая партия Курдистана,повстанческой организации,True,False
"Бергдал пропал без вести в афганской провинции Пактика в июне 2009 года при невыясненных обстоятельствах. В мае 2014 года администрация США обменяла военнослужащего на пятерых талибов, которые содержались в заключении в спецтюрьме на базе ВМС США в Гуантанамо. Обстоятельства обмена вызвали множество нареканий у членов конгресса США. Они обвиняли исполнительную ветвь власти в том, что она в нарушение давнего принципа пошла на переговоры с террористами. Позже возникла версия, что Бергдал покинул свою часть самовольно, после чего был захвачен боевиками.",Бергдал,военнослужащего,True,False
"Представитель МВД Соединенного Королевства, комментируя публикацию газеты The Guardian, заявил агентству ТАСС в понедельник, что Великобритания не будет ни подтверждать, ни отрицать информацию о направлении запроса об экстрадиции двух российских граждан в связи с инцидентом в Солсбери до тех пор, пока не будет произведено задержание подозреваемых. ""Согласно многолетним правилам и практике Великобритания не будет ни подтверждать, ни отрицать, что запрос об экстрадиции был подан или получен, во всяком случае до тех пор, пока в связи с таким запросом не будет произведено задержание"", - сказал британский чиновник.",британский чиновник,Представитель МВД Соединенного Королевства,True,False
"Напомним, Роман Гребенников в 2007 году выиграл выборы мэра Волгограда как представитель КПРФ, но довольно скоро перешел в ""Единую Россию"". Мирное сосуществование с партией власти продолжалось до июня 2010 года. Тогда Владимир Путин провел в Волгограде совещание, на котором подверг резкой критике городские власти за административные барьеры при оформлении строительной документации, после которого дал поручение прокуратуре провести проверку.","""Единую Россию""",партией власти,True,False
"Четыре 15-летние школьницы в Иркутске ушли из дома в минувшую пятницу и пропали. Семьи девочек - Марии Погорелец, Натальи Бегун, Полины Рукосуевой и Алины Груздевой проживают в одном дворе микрорайона Университетский областного центра. Школьницы забрали из домов личные вещи, документы, фотографии и наличные деньги, поэтому милиционеры посчитали, что они сделали это намеренно и надеялись найти их живыми.",Четыре 15-летние школьницы в Иркутске,Школьницы,True,False
"Аналогичное требование уже узаконено в США, в Великобритании и во Франции. ""У нас этого пока нет, но мы к этому движемся"", - обнадежил НГ Аксаков. По словам депутата, его уже фактически поддержал заместитель председателя Центрального банка Виктор Мельников: ""Он сказал: есть вопрос, поскольку есть требование FATF, а мы - члены FATF"". Препятствий на пути продвижения документа он не видит, ""поскольку президент в своем Послании озвучил проблему борьбы с коррупцией как одну из первостепенных"".",депутата,Аксаков,True,False
"Напомним, что в настоящее время на выборах в Мосгордуму зарегистрированы шесть партий, выдвинувших свои списки кандидатов в депутаты столичного парламента. Партии ""Справедливая Россия"", КПРФ, ""Единая Россия"" и ЛДПР, которым не требовался сбор подписей для регистрации, как партиям, представленным в Госдуме, прошли процедуру регистрации ранее.",Мосгордуму,столичного парламента,True,False
"Печальный инцидент произошел во Владимире: трое детей оказались запертыми в горящем автомобиле. В итоге один малыш погиб, двое других находятся в тяжелом состоянии. По факту происшествия возбуждено уголовное дело по ч. 1 ст. 109 УК РФ (причинение смерти по неосторожности), сообщает сайт регионального следственного управления.",один малыш,Владимире,False,False
"Осташковский городской суд Тверской области 24 сентября разрешил прокуратуре обжаловать приговор экс-директору тверского Дома культуры, сельскому учителю и многодетному отцу Илье Фарберу, в соответствии с которым его приговорили к семи годам заключения за получение взятки в несколько сотен тысяч рублей и злоупотребление полномочиями. Теперь представление об обжаловании приговора обвинения и защиты будет рассматривать областной суд, информирует ИТАР-ТАСС со ссылкой на пресс-службу горсуда.",Осташковский городской суд Тверской области,областной суд,False,False
"В милиции первоначально выяснили, что иномарка принадлежит Зияутдину Терлиеву. Позже выяснилось, что автомобиль у Терлиева купил Эмиль Даржонов. Примерно через час после аварии он сам подал заявление в милицию о том, что Bentley у него угнали. Как рассказал выходец с Кавказа, 11 сентября он приехал в Москву из города Черкесска вместе с подругой и другом Асланом. По словам Даржонова, они оставили машину у дома № 42 по улице Бабушкина, после чего поднялись в квартиру и выпили.",Bentley,иномарка,True,False
"Отвечая на вопрос, мог ли сидевший в кабине на месте штурмана представитель потенциального заказчика SSJ-100 попросить экипаж выполнить какой-либо опасный маневр или вмешаться в процесс управления самолетом, собеседник агентства сказал: ""По предварительной информации, подобных просьб экипажу не поступало, не было и попыток повлиять на управление. Представитель потенциального заказчика сидел смирно и интересовался лишь обычными практическими моментами эксплуатации: расходом топлива на милю полета, емкостями багажных полок"".",собеседник агентства,потенциального заказчика,False,False
"Пока рассматриваются эти вопросы депутаты вступили с инициативой вернуть ранее упраздненные посты патрульной полиции на въезде в города Комрат, Чадыр-Лунга и Вулканешты. Службу на них, как ожидается будут нести гагаузские полицейские, которые будут предупреждать ""народных гвардейцев"" в случае, если в автономию опять приедут с обысками сотрудники органов правопорядка из Кишинева.","""народных гвардейцев""",гагаузские полицейские,False,False
