task_id,answer,correct_answer
disrpt_131,elaboration,elaboration
disrpt_132,contrast,joint
disrpt_133,restatement,elaboration
disrpt_134,evaluation,preparation
disrpt_135,cause,joint
disrpt_136,sequence,joint
disrpt_137,attribution,joint
disrpt_138,cause,preparation
disrpt_139,evidence,contrast
disrpt_140,evaluation,evaluation
disrpt_141,contrast,contrast
disrpt_142,solutionhood,joint
disrpt_143,concession,concession
disrpt_144,evidence,attribution
disrpt_145,cause-effect,joint
disrpt_146,elaboration,elaboration
disrpt_147,background,joint
disrpt_148,elaboration,elaboration
disrpt_149,evidence,cause-effect
disrpt_150,cause,joint
disrpt_151,cause,cause
disrpt_152,contrast,elaboration
disrpt_153,evaluation,concession
disrpt_154,attribution,attribution
disrpt_155,elaboration,elaboration
disrpt_156,attribution,attribution
disrpt_157,purpose,elaboration
disrpt_158,restatement,joint
disrpt_159,evaluation,evaluation
disrpt_160,attribution,attribution
disrpt_161,cause,cause-effect
disrpt_162,evaluation,preparation
disrpt_163,elaboration,elaboration
disrpt_164,elaboration,joint
disrpt_165,contrast,joint
disrpt_166,elaboration,elaboration
disrpt_167,cause,elaboration
disrpt_168,restatement,contrast
disrpt_169,condition,comparison
disrpt_170,contrast,contrast
disrpt_171,contrast,elaboration
disrpt_172,sequence,sequence
disrpt_173,question,joint
disrpt_174,concession,contrast
disrpt_175,cause-effect,preparation
disrpt_176,cause-effect,evidence
disrpt_177,contrast,evaluation
disrpt_178,cause-effect,background
disrpt_179,cause-effect,cause
disrpt_180,purpose,purpose
disrpt_181,sequence,joint
disrpt_182,cause-effect,cause
disrpt_183,cause-effect,elaboration
disrpt_184,restatement,elaboration
disrpt_185,cause,cause
disrpt_186,purpose,purpose
disrpt_187,evaluation,evaluation
disrpt_188,condition,contrast
disrpt_189,contrast,contrast
disrpt_190,elaboration,elaboration
disrpt_191,contrast,background
disrpt_192,elaboration,preparation
disrpt_193,contrast,joint
disrpt_194,attribution,elaboration
disrpt_195,cause,cause
disrpt_196,contrast,contrast
disrpt_197,attribution,attribution
disrpt_198,condition,condition
disrpt_199,elaboration,preparation
disrpt_200,condition,elaboration
disrpt_201,sequence,elaboration
disrpt_202,contrast,elaboration
disrpt_203,cause,elaboration
disrpt_204,purpose,joint
disrpt_205,cause,elaboration
disrpt_206,cause-effect,joint
disrpt_207,restatement,joint
disrpt_208,contrast,joint
disrpt_209,cause-effect,contrast
disrpt_210,attribution,joint
disrpt_211,cause-effect,elaboration
disrpt_212,purpose,evaluation
disrpt_213,background,elaboration
disrpt_214,background,elaboration
disrpt_215,elaboration,elaboration
disrpt_216,cause-effect,joint
disrpt_217,purpose,purpose
disrpt_218,cause-effect,joint
disrpt_219,evaluation,joint
disrpt_220,cause-effect,sequence
disrpt_221,restatement,evaluation
disrpt_222,contrast,contrast
disrpt_223,background,joint
disrpt_224,contrast,solutionhood
disrpt_225,solutionhood,condition
disrpt_226,purpose,purpose
disrpt_227,cause-effect,joint
disrpt_228,restatement,attribution
disrpt_229,cause-effect,joint
disrpt_230,contrast,contrast
disrpt_231,background,background
disrpt_232,contrast,contrast
disrpt_233,elaboration,purpose
disrpt_234,attribution,joint
disrpt_235,elaboration,elaboration
disrpt_236,antithesis,solutionhood
disrpt_237,purpose,purpose
disrpt_238,attribution,attribution
disrpt_239,condition,joint
disrpt_240,cause,joint
disrpt_241,elaboration,joint
disrpt_242,background,elaboration
disrpt_243,restatement,elaboration
disrpt_244,sequence,sequence
disrpt_245,cause-effect,cause
disrpt_246,attribution,elaboration
disrpt_247,sequence,sequence
disrpt_248,cause-effect,background
disrpt_249,comparison,joint
disrpt_250,attribution,attribution
disrpt_251,contrast,joint
disrpt_252,motivation,joint
disrpt_253,cause,elaboration
disrpt_254,background,background
disrpt_255,background,elaboration
disrpt_256,cause-effect,comparison
disrpt_257,contrast,elaboration
disrpt_258,contrast,joint
disrpt_259,evaluation,evaluation
disrpt_260,purpose,joint
disrpt_261,purpose,purpose
disrpt_262,condition,condition
disrpt_263,background,preparation
disrpt_264,elaboration,elaboration
disrpt_265,cause,elaboration
disrpt_266,contrast,concession
disrpt_267,evidence,elaboration
disrpt_268,cause,elaboration
disrpt_269,evidence,elaboration
disrpt_270,sequence,comparison
disrpt_271,contrast,joint
disrpt_272,evaluation,evaluation
disrpt_273,cause,elaboration
disrpt_274,cause-effect,condition
disrpt_275,sequence,joint
disrpt_276,evidence,joint
disrpt_277,attribution,elaboration
disrpt_278,solutionhood,joint
disrpt_279,cause,condition
disrpt_280,background,evidence
disrpt_281,cause,preparation
disrpt_282,purpose,condition
disrpt_283,question,condition
disrpt_284,purpose,purpose
disrpt_285,comparison,evidence
disrpt_286,cause-effect,joint
disrpt_287,restatement,evaluation
disrpt_288,contrast,contrast
disrpt_289,sequence,evaluation
disrpt_290,evaluation,preparation
disrpt_291,condition,condition
disrpt_292,cause,cause
disrpt_293,interpretation-evaluation,restatement
disrpt_294,elaboration,preparation
disrpt_295,motivation,background
disrpt_296,contrast,comparison
disrpt_297,comparison,elaboration
disrpt_298,restatement,elaboration
disrpt_299,evidence,elaboration
disrpt_300,conclusion,preparation
disrpt_301,elaboration,elaboration
disrpt_302,sequence,elaboration
disrpt_303,contrast,contrast
disrpt_304,evaluation,condition
disrpt_305,cause-effect,joint
disrpt_306,cause-effect,attribution
disrpt_307,condition,solutionhood
disrpt_308,cause-effect,interpretation-evaluation
disrpt_309,comparison,joint
disrpt_310,sequence,cause
disrpt_311,elaboration,background
disrpt_312,attribution,background
disrpt_313,cause-effect,evaluation
disrpt_314,contrast,joint
disrpt_315,sequence,preparation
disrpt_316,comparison,elaboration
disrpt_317,cause,cause
disrpt_318,sequence,joint
disrpt_319,condition,elaboration
disrpt_320,joint,contrast
disrpt_321,restatement,elaboration
disrpt_322,elaboration,joint
disrpt_323,attribution,attribution
disrpt_324,elaboration,elaboration
disrpt_325,cause,cause
disrpt_326,restatement,elaboration
disrpt_327,attribution,joint
disrpt_328,cause-effect,elaboration
disrpt_329,cause-effect,joint
disrpt_330,cause,elaboration
disrpt_331,background,preparation
disrpt_332,restatement,evidence
disrpt_333,sequence,elaboration
disrpt_334,cause-effect,preparation
disrpt_335,elaboration,elaboration
disrpt_336,contrast,evaluation
disrpt_337,contrast,elaboration
disrpt_338,contrast,elaboration
disrpt_339,attribution,elaboration
disrpt_340,cause,cause
disrpt_341,attribution,joint
disrpt_342,motivation,interpretation-evaluation
disrpt_343,comparison,comparison
disrpt_344,condition,sequence
disrpt_345,purpose,joint
disrpt_346,background,preparation
disrpt_347,effect,joint
disrpt_348,evaluation,attribution
disrpt_349,attribution,joint
disrpt_350,cause,elaboration
disrpt_351,cause-effect,evaluation
disrpt_352,cause-effect,cause
disrpt_353,comparison,joint
disrpt_354,cause,elaboration
disrpt_355,cause,evaluation
disrpt_356,motivation,joint
disrpt_357,evaluation,evaluation
disrpt_358,cause,purpose
disrpt_359,condition,elaboration
disrpt_360,cause,evaluation
disrpt_361,comparison,joint
disrpt_362,elaboration,elaboration
disrpt_363,attribution,attribution
disrpt_364,comparison,joint
disrpt_365,attribution,elaboration
disrpt_366,contrast,contrast
disrpt_367,condition,condition
disrpt_368,comparison,joint
disrpt_369,purpose,purpose
disrpt_370,cause,cause
disrpt_371,attribution,elaboration
disrpt_372,cause,preparation
disrpt_373,cause,attribution
disrpt_374,contrast,joint
disrpt_375,cause,elaboration
disrpt_376,contrast,contrast
disrpt_377,cause-effect,joint
disrpt_378,contrast,contrast
disrpt_379,contrast,comparison
disrpt_380,cause,joint
disrpt_381,contrast,elaboration
disrpt_382,elaboration,solutionhood
disrpt_383,contrast,contrast
disrpt_384,attribution,attribution
disrpt_385,condition,condition
disrpt_386,attribution,restatement
disrpt_387,elaboration,joint
disrpt_388,attribution,attribution
disrpt_389,cause,elaboration
disrpt_390,background,elaboration
disrpt_391,antithesis,evaluation
disrpt_392,sequence,sequence
disrpt_393,cause,solutionhood
disrpt_394,elaboration,elaboration
disrpt_395,cause-effect,purpose
disrpt_396,solutionhood,evidence
disrpt_397,contrast,evidence
disrpt_398,contrast,elaboration
disrpt_399,cause,contrast
disrpt_400,cause,cause
disrpt_401,cause,cause
disrpt_402,background,elaboration
disrpt_403,contrast,concession
disrpt_404,effect,evidence
disrpt_405,contrast,evidence
disrpt_406,purpose,purpose
disrpt_407,contrast,contrast
disrpt_408,cause-effect,joint
disrpt_409,cause,attribution
disrpt_410,attribution,evaluation
disrpt_411,evaluation,preparation
disrpt_412,sequence,sequence
disrpt_413,restatement,preparation
disrpt_414,cause-effect,cause
disrpt_415,sequence,elaboration
disrpt_416,restatement,elaboration
disrpt_417,antithesis,joint
disrpt_418,sequence,cause
disrpt_419,concession,joint
disrpt_420,sequence,sequence
disrpt_421,contrast,joint
disrpt_422,elaboration,elaboration
disrpt_423,elaboration,elaboration
disrpt_424,sequence,elaboration
disrpt_425,elaboration,joint
disrpt_426,contrast,evidence
disrpt_427,restatement,elaboration
disrpt_428,solutionhood,joint
disrpt_429,elaboration,elaboration
disrpt_430,condition,concession
disrpt_431,elaboration,elaboration
disrpt_432,sequence,sequence
disrpt_433,contrast,elaboration
disrpt_434,evaluation,elaboration
disrpt_435,evaluation,evaluation
disrpt_436,elaboration,joint
disrpt_437,background,elaboration
disrpt_438,contrast,contrast
disrpt_439,evaluation,evaluation
disrpt_440,purpose,preparation
disrpt_441,cause,evaluation
disrpt_442,cause-effect,elaboration
disrpt_443,purpose,elaboration
disrpt_444,elaboration,elaboration
disrpt_445,purpose,joint
disrpt_446,purpose,elaboration
disrpt_447,solutionhood,joint
disrpt_448,example,condition
disrpt_449,background,background
disrpt_450,elaboration,background
disrpt_451,attribution,attribution
disrpt_452,cause,cause
disrpt_453,sequence,sequence
disrpt_454,condition,condition
disrpt_455,attribution,attribution
disrpt_456,purpose,purpose
disrpt_457,attribution,attribution
disrpt_458,sequence,joint
disrpt_459,conclusion,evidence
disrpt_460,motivation,elaboration
disrpt_461,solutionhood,preparation
disrpt_462,contrast,contrast
disrpt_463,background,joint
disrpt_464,purpose,purpose
disrpt_465,contrast,contrast
disrpt_466,contrast,joint
disrpt_467,elaboration,joint
disrpt_468,antithesis,joint
disrpt_469,contrast,contrast
disrpt_470,restatement,joint
disrpt_471,attribution,elaboration
disrpt_472,cause-effect,elaboration
disrpt_473,elaboration,elaboration
disrpt_474,contrast,joint
disrpt_475,contrast,solutionhood
disrpt_476,cause,purpose
disrpt_477,elaboration,joint
disrpt_478,background,preparation
disrpt_479,joint,joint
disrpt_480,background,elaboration
disrpt_481,elaboration,joint
disrpt_482,purpose,purpose
disrpt_483,antithesis,contrast
disrpt_484,evaluation,attribution
disrpt_485,purpose,preparation
disrpt_486,sequence,sequence
disrpt_487,contrast,joint
disrpt_488,cause-effect,preparation
disrpt_489,elaboration,elaboration
disrpt_490,concession,joint
disrpt_491,contrast,contrast
disrpt_492,interpretation-evaluation,preparation
disrpt_493,preparation,joint
disrpt_494,evaluation,elaboration
disrpt_495,elaboration,joint
disrpt_496,condition,condition
disrpt_497,restatement,elaboration
disrpt_498,evaluation,joint
disrpt_499,contrast,contrast
