text,first span,second span,correct_answer,answer
"Перечень санкций, которые обязан применить американский президент, прописан в отдельной статье закона. Согласно CAATSA, в понедельник, 29 января, Госдепартамент должен также проинформировать конгресс об эффективности применения санкций, введенных ранее в отношении России в связи с ситуацией на Украине. Минфину и Госдепу также необходимо направить в конгресс отчет с описанием последствий введения санкций в отношении суверенного долга России, а также ""полного спектра производных инструментов"".",Госдепартамент,конгресс,False,False
"""Когда представитель ФСБ поедет в следующий раз для участия в судебном заседании, то расходы на ее проезд также будут финансироваться из федерального бюджета, а те деньги, которые будут взысканы с заявителя в рамках возмещения судебных расходов, тоже поступят в федеральный бюджет. Смысла перекладывать деньги государства из одного кармана в другой мы не видим"", - резюмировал он.",представитель ФСБ,заявителя,False,False
"Федеральная служба безопасности (ФСБ) РФ потребовала от жителя Петербурга Валерия Острякова, дважды проигравшего суд ведомству, пытаясь получить доступ к материалам уголовного дела своего деда Василия Острякова, осужденного по статье 58-1а УК РСФСР (измена родине), компенсацию расходов на поездки своего представителя в Северную столицу. Сумма иска составляет 26 430 рублей 20 копеек.",своего представителя,жителя Петербурга Валерия Острякова,False,False
"Хиддинк вполне может покинуть сборную России после невыхода на чемпионат мира, но при этом он пользуется полным доверием Абрамовича. Его зарплату в 5 миллионов фунтов частично финансирует Абрамович, и они сблизились после удачной работы голландца в ""Челси"" в начале года.",Хиддинк,голландца,True,False
"Волкова напоминает, что допрос должен состояться по уголовному делу, по которому она является защитником оппозиционеров Сергея и Анастасии Удальцовых и ""ряда других граждан, которые в настоящий момент не желают раскрывать сведения о себе"". Как отмечает юрист, согласно статье об адвокатской деятельности, защитник ""не вправе давать свидетельские показания об обстоятельствах, которые стали ему известны"".",обстоятельствах,уголовному делу,False,False
"Большинство жителей стран, входящих в НАТО, выступают за присоединение Украины к Альянсу (57%). Однако при этом многие из них (59%) против передачи Киеву оружия. 48% готовы поддержать один из важнейших принципов альянса, согласно которому союзники по НАТО должны оказывать друг другу поддержку в случае участия в военном конфликте одной из стран. 42% придерживаются противоположного мнения, свидетельствуют результаты опроса, проведенного американской независимой социологической компанией Pew Research Center.",союзники по НАТО,стран,True,False
"Ровер Curiosity, уже третью неделю обживающийся на поверхности Марса, продолжает радовать поклонников новыми фотографиями с Красной планеты. Вслед за первыми цветными снимками и фото в 3D марсоход прислал на Землю панораму окрестностей кратера Гейла, в котором он совершил посадку. Снимки окружающих Curiosity пейзажей позволили сделать первую интерактивную панораму Марса.",Красной планеты,Землю,False,False
"Судьба же депутатского мандата, от которого в свое время отказался ""паровоз"" Путин, складывалась следующим образом. В 2007 году он достался ""человеку Абрамовича"" - главе Национальной академии футбола Сергею Капкову. На прошлой неделе стало известно, что Капков, первый заместителя председателя думского комитета по информационной политике, информационным технологиям и связи, перешел на другую работу - он назначен генеральным директором Центрального парка культуры и отдыха имени Горького в Москве. 22 марта Государственная Дума досрочно прекратила его полномочия, поскольку Конституция запрещает депутату совмещать его деятельность с другой работой.","""человеку Абрамовича"" - главе Национальной академии футбола Сергею Капкову",депутату,False,False
"Автомобилисты Приморья открыли специальный интернет-сайт, на котором собирают подписи под обращением к руководству страны с просьбой отправить в отставку начальников УГИБДД края, которые, по мнению авторов послания, не могут решить проблему с поборами при прохождении технического осмотра в регионе.",авторов послания,начальников УГИБДД края,False,False
"По данным пресс-службы СУ СК РФ по краю, последним было раскрыто убийство девушки, совершенное в мае 2002 года в станице Кущевская. По версии следствия, с жертвой расправился Вадим Палкин, который обвиняется в убийстве главы администрации Кущевского района Бориса Москвича, а также убийстве брата предполагаемого главаря кущевской банды Сергея Цапка – Николая.",жертвой,предполагаемого главаря кущевской банды Сергея Цапка,False,False
"""Я ранее говорил, но снова повторяю для особо забывчивых, что не поехал бы в США, если бы мне посулили в качестве призовых все валютные запасы страны. Но хочу огорчить Минфин и спецслужбы, приносящие ему на подпись ""акты Магнитского"" с указанием моей фамилии. Известные во всем мире великие американцы приезжают систематически ко мне в гости, а отдельные планируют поселиться в Чечне. И в гробу они видели ваши санкции"", - подчеркнул он.",страны,Чечне,False,False
"Отношения между Россией и Катаром далеки от идеальных. Катарские власти занимают жесткую позицию в отношении режима сирийского президента Башара Асада, который в настоящее время ведет активную борьбу с оппозиционными выступлениями у себя в стране - число погибших в результате вооруженных столкновений, по данным ООН, составляет более пяти тысяч человек. Россия выступает против карательных мер, направленных против Сирии: в минувшую субботу РФ вместе с Китаем заблокировали принятие соответствующей резолюции Совбеза ООН, воспользовавшись правом вето.",стране,Сирии,True,False
"Представитель СКР в свою очередь так прокомментировал дачу Развозжаевым признательных показаний и последующий отказ от них: ""А как можно комментировать поступки людей, которые постоянно меняют свои показания и сегодня говорят одно, а через несколько дней кардинально противоположное? Чем, например, можно объяснить, почему супруга Развозжаева Ольга Смирнова 22 октября на допросе у следователя в качестве свидетеля в присутствии адвоката дает показания о том, что 19 октября ее муж был дома, причем точно помнит, что это была пятница, подробно рассказывает, чем он занимался и как общался с детьми, а буквально через день она резко меняет свои показания и заявляет, что все это было не 19, а 12 октября?""",Развозжаевым,ее муж,True,False
"Стоит еще раз отметить, что Медведев обзаводится не простым блогом, а блогом в формате ""коммьюнити"" (""сообщество"") в ЖЖ. Этот формат предполагает, что в него вступают блоггеры, которым интересна тема данного сообщества. Так что в ""коммьюнити"" президента, судя по всему, будут состоять те, кому интересен глава государства. Так что посещаемость интернет-дневника Медведева обеспечена еще до его появления, отмечает ""Интерфакс"".","""коммьюнити"" президента",государства,False,False
"А заместитель министра природы и экологии РФ Денис Храмов заявил, что правительство намерено до 1 февраля выдать ""Роснефти"" как минимум 12 лицензий на освоение участков на арктическом шельфе и подчеркнул, что министерство позитивно оценивает и готово поддержать госкомпанию в проведении дополнительных сейсмологических исследований шельфа.",госкомпанию,"""Роснефти""",True,False
"Оператором интегрированной сети связи Патрушев предлагает назначить ""Ростелеком"". Предложения о том, как эту сеть можно реализовать на практике, разработало Федеральное агентство связи (Россвязь), и три подготовленных ведомством варианта также попали в распоряжение издания.",издания,ведомством,False,False
"""К сожалению, Roshen дело не ограничилось, – отмечается в обращении. - Проблемы у украинских экспортеров с прохождением таможенного контроля на таможне РФ начали возникать еще с 20 чисел июля. Об этом свидетельствуют обращения предприятий в ФРУ, поступающие в течение последних двух недель. Руководство этих предприятий сообщает о том, что у них возникли проблемы на российской таможне"".",российской таможне,таможне РФ,True,False
"Позднее Донской сообщил, что сможет опознать нападавших. В частности, он установил их по видеозаписям и аккаунтам в социальных сетях.""Это люди, которые участвовали в акциях против Pussy Riot у Хамовнического суда и срывали майки с прохожих с изображением группы. Они же были возле ""Театра.doc"". С ними был человек с большой камерой, похоже, это была камера НТВ"", - отметил директор музея.",человек с большой камерой,директор музея,False,False
"Осташковский городской суд Тверской области 24 сентября разрешил прокуратуре обжаловать приговор экс-директору тверского Дома культуры, сельскому учителю и многодетному отцу Илье Фарберу, в соответствии с которым его приговорили к семи годам заключения за получение взятки в несколько сотен тысяч рублей и злоупотребление полномочиями. Теперь представление об обжаловании приговора обвинения и защиты будет рассматривать областной суд, информирует ИТАР-ТАСС со ссылкой на пресс-службу горсуда.",Осташковский городской суд Тверской области,областной суд,False,False
"""Российская газета"" пишет, что главным партнером ОАЭ являются США. Но и у России есть в этой стране ""военный"" интерес. Так, еще в мае 2000 года между странами был заключен контракт на разработку, а потом и поставку 50 зенитных комплексов ""Панцирь-С1"", а общая сумма этого контракта составляет 700 млн долларов. В 2005 году было заключено дополнительное соглашение на разработку радиолокационных станций еще на 60 млн долларов.",России,этой стране,False,False
"При этом сразу после марта 2014 года, когда Крым вошел в состав России, банк, по данным ""Новой"", решил проработать вопрос о выкупе санатория ""Форос"" без парка, подумывая снести все советские здания, обветшавшие без каких-либо инвестиций в украинский период, и построить на этом месте современные санаторно-курортные объекты. Однако жители Фороса, пишет газета, отнеслись настороженно к этим планам: ведь ВТБ стал бы монополистом на побережье. Они все еще помнили, как менеджеры Коломойского, управляющие ""Форосом"", перекрывали воду, которая еще по советской схеме поступала из скважин в Байдарской долине сначала в санаторий, а потом уж в сам поселок.","санатория ""Форос""",поселок,False,False
"Губернатор Мурманской области Марина Ковтун, как и обещала, приехала в пятницу, 16 июня, в Апатиты, чтобы разобраться в ситуации, и встретилась с родной тетей Дарьи Любовью Тулуповой, которая помогает ей воспитывать шестилетнюю дочь.",Дарьи,шестилетнюю дочь,False,False
"""Основная масса задержанных беженцев - жители Чечни, которые здесь находятся с целью получения убежища"", - сообщил ""Интерфаксу"" генеральный консул России в Познани Владимир Ткачев. Он добавил, что при любом обращении генконсульство будет прояснять ситуацию, ""если дело будет касаться непосредственно российских граждан"". ""Но от них никаких обращений к нам не поступало"", - сказал дипломат.",генеральный консул России в Познани Владимир Ткачев,дипломат,True,False
"Наконец, третья, сервисная модель предусматривает заключение ""Ростелекомом"" и Россвязью 10-летнего договора, по которому оператор будет подключать госорганы к интегрированной сети, а Россвязь - оплачивать его услуги. Расходы за 10 лет при этом составят 623 млрд рублей. Государство сохранит текущий пакет акций ""Ростелекома"" и не получает интегрированную сеть.",интегрированной сети,сервисная модель,False,False
"Моторная лодка, на борту которой находились мэр Минусинска Анатолий Кекин и директор ООО ""Паритет"" Сергей Тонких, 27 июня около 21:00 (17:00 по московскому) вышла в район Хахалевской протоки Енисея на рыбалку. Рыбакам не удалось завести двигатель судна, и моторную лодку снесло на стоявший на рейде ниже по течению реки счал барж, передает РИА ""Новости"".",судна,моторную лодку,True,False
"Как известно, в сентябре Верховная Рада поддержала внесенный президентом Петром Порошенко законопроект об амнистии участникам конфликта на Донбассе. Тогда же парламент установил особый статус для некоторых районов Донецкой и Луганской областей. Закон ""Об особом порядке местного самоуправления в отдельных районах Донецкой и Луганской областей"" вступил в силу 18 октября. Однако украинский президент отозвал этот закон после того, как 2 ноября на Донбассе прошли выборы в местные органы власти. Результаты голосования ни в Киев, ни на Западе не признали.",законопроект об амнистии участникам конфликта на Донбассе,Донбассе,False,False
"Напомним, по итогам встречи Дональда Трампа и Ким Чен Ына в Сингапуре, во время которой лидеры двух стран широко улыбались и долго жали друг другу руки, стороны подписали соглашение, по условиям котором Вашингтон обязался предоставить гарантии безопасности северокорейским властям, а КНДР подтвердила приверженность денуклеаризации Корейского полуострова.",лидеры двух стран,стороны,True,False
"Лавров, выступая в МГИМО 1 сентября, в очередной раз указал, что, с точки зрения Москвы, должны для разрешения ситуации предпринять западные страны. ""Главное, чтобы Вашингтон и Брюссель потребовали от Киева того же, чего они требуют во всех других конфликтах, - прекратите использовать тяжелые вооружения, авиацию против гражданских объектов, против мирных жителей"", - передает слова министра ИТАР-ТАСС.",Лавров,министра,True,False
"Министр иностранных дел Сергей Лавров считает, что задача встречи замминистров иностранных дел в Лондоне по Ирану в понедельник будет непростой. ""С одной стороны, иранское руководство пока не дает удовлетворительных ответов на известные вопросы, которые есть у МАГАТЭ, с другой стороны участились, и это беспокоит, прогнозы о том, что по Ирану могут быть нанесены удары"", - сказал Лавров на совещании у президента России Владимира Путина.",Лавров,замминистров иностранных дел,False,False
"Начать менять ситуацию с блокированием был призван первый визит Марка Цукерберга в Китай в декабре 2010 года. Тогда он также был там в отпуске, однако посетил офис крупнейшей поисковой системы Китая Baidu, встречался с представителями Sina Corp. и Alibaba Corp., а также часть времени провел в знакомстве с культурой этой страны. Нынешний его второй визит также проходит в время отпуска, но, как отмечает газета ""Жэньминь Жибао"" он странным образом совпал с визитом в Китай генерального директора корпорации Apple Тима Кука. Впрочем, сейчас нет никакой другой информации о маршруте и месторасположении Кука и Цукерберга. Цель и маршрут поездки главы Facebook также неизвестны.",Китай,этой страны,True,False
"Оглашая приговор, судья Петр Штундер объявил, что Пичугин в Москве организовал убийство директора фирмы ""Феникс"" Валентины Корнеевой в 1998 году. Кроме того, суд установил вину Пичугина в организации убийства мэра Нефтеюганска в 1998 году. Штундер подчеркнул, что деятельность мэра Нефтеюганска ""по возврату налогов противоречила интересам ЮКОСа"".",Пичугина,мэра Нефтеюганска,False,False
"Шесть военных округов будут преобразованы в четыре оперативно-стратегических командования, рассказал на заседании комитета Совета Федерации по обороне и безопасности начальник Генштаба Вооруженных сил РФ Николай Макаров. Командующим новых военных округов будут подчинены все ВС, дислоцированные на их территории, в том числе ВМФ, ВВС и ПВО, за исключением ядерных сил, передает ""Интерфакс"".",ВВС,Вооруженных сил РФ,False,False
"Ранее в понедельник сообщалось, что накануне вечером в милицию обратился мужчина и сообщил, что в одном из сетевых магазинов купил пакет сахара, в котором дома обнаружил вещество, похожее на ртуть. В общежитие, расположенное по адресу Фестивальная улица, дом 52, корпус 1, где проживает пострадавший, выехали эксперты. В комнатах и в коридоре седьмого этажа специалисты обнаружили пары ртути, превышающие допустимые нормы в 100 раз, сообщил РИА ""Новости"" источник в правоохранительных органах столицы.",пострадавший,мужчина,True,False
"Правительства южноамериканских выступили с поддержкой президента Эквадора Рафаэля Корреа и критикой действий повстанцев. Венесуэльский президент Уго Чавес обвинил протестующих в ""попытке свергнуть президента Корреа"". По его словам, ""действия повстанцев скоординированы и не имеют под собой экономической основы, а направлены на свержение законно избранного президента страны"". Вице-президент Колумбии Анхелино Гарсон заявил, что ""в Боготе признают только легитимное правительство Эквадора, возглавляемое Корреа"". В МИД Аргентины выразили ""глубокую обеспокоенность в связи с акциями протеста и высказались поддержку конституционно избранного президента"". Президент Перу Алан Гарсия заявил, что страны Южной Америки намерены защитить стабильность в Эквадоре. При этом он объявил о ""закрытии государственной границы с Эквадором в связи с кризисом"".",Корреа,президента Корреа,True,False
"Протяженность газопровода от Амударьинских газовых месторождений в Туркмении до Шанхая составит 4 тысячи км, а маршрут трубопровода захватит территорию Казахстана и Узбекистана, провести переговоры с которыми об условиях транспортировки взялся сам Китай.",газопровода от Амударьинских газовых месторождений в Туркмении до Шанхая,трубопровода,True,False
"Прокурор штата Южная Каролина Скарлетт Уилсон намерена добиться смертного приговора для 21-летнего Дилана Руфа, обвиняемого в убийстве девяти афроамериканцев в церкви Чарльстона. Сторона обвинения планирует доказать вменяемость стрелка и обращает внимание, что молодому человеку вменяется убийство двух и более лиц, а его действия представляли угрозу для других людей, сообщает Associated Press.",стрелка,молодому человеку,True,False
"Напомним, Роман Гребенников в 2007 году выиграл выборы мэра Волгограда как представитель КПРФ, но довольно скоро перешел в ""Единую Россию"". Мирное сосуществование с партией власти продолжалось до июня 2010 года. Тогда Владимир Путин провел в Волгограде совещание, на котором подверг резкой критике городские власти за административные барьеры при оформлении строительной документации, после которого дал поручение прокуратуре провести проверку.","""Единую Россию""",партией власти,True,False
"Максимум лавров достался постановке ""Cosi fan tutte"" (""Так поступают все"") Моцарта в Театре имени Станиславского и Немировича-Данченко, и так казавшейся среди московских спектаклей безусловным фаворитом: работа получила ""Золотые маски"" в номинациях ""Лучший дирижер в опере"" (Вольф Горелик), ""Лучший художник в опере"" (Владимир Арефьев) и ""Лучший режиссер в опере"" (Александр Титель). Однако самая заветная из премий – ""Лучший спектакль в опере"" – все-таки была присуждена Мариинскому театру за ""Поворот винта"" Бриттена в постановке Дэвида Маквикара.","постановке ""Cosi fan tutte"" (""Так поступают все"") Моцарта",работа,True,False
"Роды, как известно, прошли в Майами, по некоторым данным, в той же самой клинике, где появилась на свет и дочка Кристины Орбакайте Клавдия. Поддержать любимую женщину прилетел друг Жанны телеведущий Дмитрий Шепелев. По данным ""Экспресс газеты"", он и есть отец ребенка.",любимую женщину,Жанны,True,False
"Газета The Sunday Times представила свой традиционный список богатейших жителей Великобритании: среди лидеров почти исключительно индийские и российские фамилии. Рейтинг нынешнего года возглавили выходцы из Индии Дэвид и Саймон Рубены, а среди россиян, предпочитающих жить в Лондоне, - миллиардеры Алишер Усманов и Роман Абрамович.",свой традиционный список богатейших жителей Великобритании,Рейтинг нынешнего года,True,False
"В Чите более 30 несовершеннолетних учащихся первого курса местного профессионального училища N6, в том числе две девушки, устроили погром в общежитии. По данным правоохранительных органов, находившиеся в состоянии алкогольного опьянения подростки накануне поздно вечером забаррикадировались на пятом этаже здания, где били стекла в комнатах и холлах, громили двери и выбрасывали из окон на улицу ""предметы обихода"" и мебель. Причины дебоша пока не установлены: в полиции выяснили, что все началось с замечания воспитателя, однако очевидец рассказал журналистам, что первокурсники требовали ""свободы"" и увольнения присматривавшей за ними сотрудницы сферы образования.",полиции,правоохранительных органов,True,False
"Бывший глава НК ЮКОС Михаил Ходорковский продолжил давать показания в Хамовническом суде Москвы по второму уголовному делу, в рамках которого его и бывшего главу МФО МЕНАТЕП Платона Лебедева обвиняют в хищении 350 млн тонн нефти. На заседании в пятницу Ходорковский заявил, что ЮКОС не нарушал закона при покупке нефти у своих дочерних компаний. По словам экс-главы компании, в противном случае он оказался бы за решеткой еще раньше, но по другому обвинению, передает ""Интерфакс"".",Ходорковский,экс-главы компании,True,False
"Министр отметил, что украинские и российские дипломаты ""блестяще справились с предотвращением конфликта"", связанного с оформлением верительных грамот нового посла РФ Михаила Зурабова. Напомним, 25 января Зурабов прилетел в Киев и в тот же день вручил Порошенко копии верительных грамот на имя действующего президента страны Виктора Ющенко. Назначение посла произошло еще в августе 2009 года, однако его приезд в Киев был отложен из-за ухудшения отношений между странами, в чем российское руководство обвиняет президента Украины.",Зурабов,Министр,False,False
"Сам Израиль оперативно реагирует на события и отправляет в Бургас команду медиков. В тель-авивском аэропорту Бен-Гурион быстро подготовили самолет для вылета в Болгарию. В МИД Израиля создан оперативный штаб. Министр иностранных дел Авигдор Либерман уже связался по телефону со своим болгарским коллегой Николаем Младеновым, который отправился к месту происшествия. Как сообщил заместитель главы МИД Израиля Дани Аялон, дипломаты находятся на связи с болгарскими властями, а также координируют свои действия со спецслужбами.",МИД Израиля,Сам Израиль,False,False
"Эта квартира не указана в декларации о доходах и имуществе Сергея Чемезова. Она обнаружилась в декларации его жены – Екатерины Игнатовой в виде двух нежилых помещений площадью в 711 и 723 квадратных метра соответственно. Ранее в ФБК рассказывали, что сыну Чемезова и его бывшей жене принадлежат две соседние квартиры общей площадью 370 квадратных метров в доме в Шведском тупике в Москве. В доме на Поварской улице Чемезову и его жене принадлежат две квартиры общей площадью 645 квадратных метров. Кроме того, у сына Чемезова есть квартира на улице Воронцово поле площадью 342 квадратных метра и дача на Рублевке, которую в ФБК оценили в 400 млн рублей. Сам Чемезов также имеет дачу, которая находится в поселке Акулинино. Площадь участка Чемезова составляет 6 гектаров, а главного дома с рыцарским залом и резным троном в нем – 1600 квадратных метров. На территории поместья расположены гостевой дом, ряд других построек и теннисный корт.",дачу,территории поместья,True,False
"""Я поговорил с сотрудниками из разных подразделений московской полиции. Вот что получилось. МОСКВОСКИЙ ОМОН: Многие считают митинги оппозиции проплаченными из-за бугра. Убедить в этом сотрудников властям очень помог визит оппозиционеров в американское посольство. ""Недоумевают над последним случаем на Болотной, когда одному сотруднику повредили камнем голову. В ОМОНе есть несколько ""качков"", которые, как они считают, круче всех - они спортсмены. Идя на Болотную, они просто не взяли шлемы. Вот один и получил голове. Фактически его нужно за это наказывать, так же, как и его командира, ну а мэр Собянин выделил ему квартиру (всего дали 4 квартиры пострадавшим сотрудникам). А вообще-то, если в тебя летят камни, палки и т.п., то ""звереешь"" и хочется ответить тем же. Во время беспорядков на Болотной 6 мая в автозак притащили сверх активного оппозиционера, наваляв ему по пути ""люлей"". Потом выпустили - показал удостоверение сотрудника... Так же принесли в автозак журналистку. У нее была 1 степень инвалидности. В машине ей стало плохо и сотрудники ее отпустили. Тут же прибежали циклопы (специальные сотрудники, у которых на одном глазе надета камера - они все пишут и сообщают о наиболее активных протестующих) и стали выяснять - зачем отпустили. Но сотрудники попались нормальные - сказали, что не хотят сидеть, если женщина умрет. Кстати, в автозаки таскают все, кому не лень, - и омоновцы, и ППСники, и сотрудники других служб. Затем 5-6 омоновцев-сопровождающих, которые из автозака не вылезали, везут 20 задержанных в ОВД и там пишут на них рапорта. Вопрос - какая здесь может быть объективность при указании причины задержания? Полная фальсификация. 2-Й ОПЕРПОЛК ПОЛИЦИИ: В основном задержания осуществляют они. Много ""безбашенных"". Но, так как более близко ""контактируют"" с народом, лучше его знают и меньше верят в проплаченность из-за ""бугра"". ДРУГИЕ(УЧАСТКОВЫЕ, ОВО, ППС): Их напрягает то, что снимают с ""насиженного"" места, да еще в выходной и бросают на охрану митингов, при этом не платят и не дают отгулов. Эта категория сотрудников клянет всех и вся, в том числе своё руководство. На проплаченность из-за ""бугра"" им наплевать. ПРИДАННЫЕ СИЛЫ(ОМОНы из регионов): Приехали, ""размялись"", получили по 15 тыс. рублей и уехали. Причем есть информация, что по приезду в Москву (едут на своем транспорте) машинам меняют номера на московские и дают новый ПТС. Видимо для того, чтобы мы не знали,- откуда ""герои"". Все выполняют приказы. Никто не хочет кровопролития. Провокаторов не любят. О том, что 6 мая будут файеры - знали заранее, поэтому выдали огнетушители. Вопрос - почему те, кому положено бороться с экстремизмом, не предотвратили это? Или не захотели? Если приказывают кого-то брать и брать ""жестко"", то берут - пример Навального, Удальцова. Сотрудник не знает, за что ему приказали кого-то взять, - может этот человек раньше что-то сделал не очень хорошее. Вот и получается, что тебе даёт команду командир, ты не можешь в данный момент оценить ее законность, выполняешь, а затем тебя могут осудить. Вообще-то по Закону сотрудник должен при задержании представиться, сообщить причину задержания (если конечно у гражданина в руках нет оружия) и предложить проследовать за ним. Такого не наблюдалось. Вот на эти моменты и нужно обратить внимание и депутатам, и руководителям МВД и правозащитникам. Про судей не говорю, бесполезно.",сотрудники,специальные сотрудники,False,False
"По данным источника РИА ""Новости"" в правоохранительных органах области, вечером 18 июля в селе погибли два пенсионера. ""Мужчина находился в гараже, а его супруга - в доме в момент, когда пришла вода. Все случилось очень быстро, буквально за полчаса, предположительно вода поднялась почти до крыши дома, люди не смогли выбраться"", - рассказал собеседник агентства.",два пенсионера,люди,True,False
"Сам Соловьев на вопрос ""Ведомостей"", может ли он в будущем возглавить ""Русал"", передал через пресс-службу: ""Олег Владимирович по-прежнему остается гендиректором"". Представитель ""Русала"" также сообщил, что Дерипаска не намерен покидать пост руководителя компании. Такая расстановка сил, когда Дерипаска на посту гендиректора занимается стратегическими вопросами, а Соловьев - оперативным управлением, оптимальна, считает представитель En+. К этому мнению присоединился и представитель Виктора Вексельберга, совладельца ""Русала"" (через Sual Partners).","""Ведомостей""",компании,False,False
"""Мы также пришли к выводу, что при формировании международных сил для Ливана должен соблюдаться тщательный и сбалансированный отбор с тем, чтобы войска ООН не становились на чью-либо сторону"", - сказал Хамид Албар. Кроме того, заявил он, ""национальный состав Временных сил ООН должен быть согласован с правительством Ливана"". Пока же, заметил малайзийский министр, ""дата начала отбора миротворцев в войска ООН не определена"".",войска ООН,Временных сил ООН,True,False
"В Бурятии полицейские принесли свои извинения вдове ветерана войны, труженице тыла Клавдии Клочихиной, которую 9 мая не пустили на парад Победы в Улан-Удэ. К ней домой приехал лично начальник отдела управления по обеспечению охраны общественного порядка МВД Бурятии Евгений Норбоев, который принес извинения, подарил цветы и поздравил ветерана с праздником, а также оставил пенсионерке свой номер телефона и сказал, что она может напрямую обращаться к нему с любыми вопросами, сообщил на своей странице в Facebook журналист Алексей Туробов.",ветерана,пенсионерке,False,False
