task_id,answer,correct_answer
disrpt_231,elaboration,background
disrpt_232,concession,contrast
disrpt_233,elaboration,purpose
disrpt_234,concession,joint
disrpt_235,elaboration,elaboration
disrpt_236,antithesis,solutionhood
disrpt_237,purpose,purpose
disrpt_238,elaboration,attribution
disrpt_239,concession,joint
disrpt_240,concession,joint
disrpt_241,elaboration,joint
disrpt_242,elaboration,elaboration
disrpt_243,elaboration,elaboration
disrpt_244,sequence,sequence
disrpt_245,cause-effect,cause
disrpt_246,elaboration,elaboration
disrpt_247,sequence,sequence
disrpt_248,contrast,background
disrpt_249,contrast,joint
disrpt_250,attribution,attribution
disrpt_251,concession,joint
disrpt_252,concession,joint
disrpt_253,antithesis,elaboration
disrpt_254,elaboration,background
disrpt_255,background,elaboration
disrpt_256,cause-effect,comparison
disrpt_257,restatement,elaboration
disrpt_258,contrast,joint
disrpt_259,elaboration,evaluation
disrpt_260,purpose,joint
disrpt_261,elaboration,purpose
disrpt_262,condition,condition
disrpt_263,elaboration,preparation
disrpt_264,elaboration,elaboration
disrpt_265,elaboration,elaboration
disrpt_266,contrast,concession
disrpt_267,background,elaboration
disrpt_268,cause,elaboration
disrpt_269,elaboration,elaboration
disrpt_270,sequence,comparison
disrpt_271,contrast,joint
disrpt_272,elaboration,evaluation
disrpt_273,cause,elaboration
disrpt_274,cause-effect,condition
disrpt_275,sequence,joint
disrpt_276,elaboration,joint
disrpt_277,elaboration,elaboration
disrpt_278,elaboration,joint
disrpt_279,concession,condition
disrpt_280,background,evidence
disrpt_281,background,preparation
disrpt_282,solutionhood,condition
disrpt_283,sequence,condition
disrpt_284,elaboration,purpose
disrpt_285,elaboration,evidence
disrpt_286,effect,joint
disrpt_287,restatement,evaluation
disrpt_288,contrast,contrast
disrpt_289,sequence,evaluation
disrpt_290,restatement,preparation
disrpt_291,elaboration,condition
disrpt_292,elaboration,cause
disrpt_293,restatement,restatement
disrpt_294,elaboration,preparation
disrpt_295,sequence,background
disrpt_296,contrast,comparison
disrpt_297,elaboration,elaboration
disrpt_298,elaboration,elaboration
disrpt_299,elaboration,elaboration
disrpt_300,conclusion,preparation
disrpt_301,elaboration,elaboration
disrpt_302,background,elaboration
disrpt_303,concession,contrast
disrpt_304,background,condition
disrpt_305,effect,joint
disrpt_306,attribution,attribution
disrpt_307,cause,solutionhood
disrpt_308,elaboration,interpretation-evaluation
disrpt_309,contrast,joint
disrpt_310,sequence,cause
disrpt_311,elaboration,background
disrpt_312,elaboration,background
disrpt_313,concession,evaluation
disrpt_314,concession,joint
disrpt_315,elaboration,preparation
disrpt_316,elaboration,elaboration
disrpt_317,cause,cause
disrpt_318,sequence,joint
disrpt_319,background,elaboration
disrpt_320,elaboration,contrast
disrpt_321,restatement,elaboration
disrpt_322,elaboration,joint
disrpt_323,attribution,attribution
disrpt_324,elaboration,elaboration
disrpt_325,cause,cause
disrpt_326,elaboration,elaboration
disrpt_327,sequence,joint
disrpt_328,cause,elaboration
disrpt_329,elaboration,joint
disrpt_330,cause,elaboration
disrpt_331,elaboration,preparation
disrpt_332,elaboration,evidence
disrpt_333,elaboration,elaboration
disrpt_334,contrast,preparation
disrpt_335,elaboration,elaboration
disrpt_336,concession,evaluation
disrpt_337,elaboration,elaboration
disrpt_338,contrast,elaboration
disrpt_339,attribution,elaboration
disrpt_340,cause,cause
disrpt_341,elaboration,joint
disrpt_342,motivation,interpretation-evaluation
disrpt_343,comparison,comparison
disrpt_344,elaboration,sequence
disrpt_345,elaboration,joint
disrpt_346,background,preparation
disrpt_347,effect,joint
disrpt_348,motivation,attribution
disrpt_349,concession,joint
disrpt_350,elaboration,elaboration
disrpt_351,elaboration,evaluation
disrpt_352,cause-effect,cause
disrpt_353,comparison,joint
disrpt_354,elaboration,elaboration
disrpt_355,contrast,evaluation
disrpt_356,consequence,joint
disrpt_357,background,evaluation
disrpt_358,elaboration,purpose
disrpt_359,elaboration,elaboration
disrpt_360,effect,evaluation
disrpt_361,elaboration,joint
disrpt_362,elaboration,elaboration
disrpt_363,elaboration,attribution
disrpt_364,elaboration,joint
disrpt_365,elaboration,elaboration
disrpt_366,contrast,contrast
disrpt_367,condition,condition
disrpt_368,comparison,joint
disrpt_369,elaboration,purpose
disrpt_370,elaboration,cause
disrpt_371,elaboration,elaboration
disrpt_372,cause,preparation
disrpt_373,elaboration,attribution
disrpt_374,concession,joint
disrpt_375,background,elaboration
disrpt_376,antithesis,contrast
disrpt_377,cause-effect,joint
disrpt_378,cause,contrast
disrpt_379,elaboration,comparison
disrpt_380,cause,joint
disrpt_381,concession,elaboration
disrpt_382,restatement,solutionhood
disrpt_383,elaboration,contrast
disrpt_384,attribution,attribution
disrpt_385,concession,condition
disrpt_386,elaboration,restatement
disrpt_387,elaboration,joint
disrpt_388,elaboration,attribution
disrpt_389,cause,elaboration
disrpt_390,elaboration,elaboration
disrpt_391,concession,evaluation
disrpt_392,sequence,sequence
disrpt_393,elaboration,solutionhood
disrpt_394,elaboration,elaboration
disrpt_395,effect,purpose
disrpt_396,elaboration,evidence
disrpt_397,contrast,evidence
disrpt_398,contrast,elaboration
disrpt_399,concession,contrast
disrpt_400,background,cause
disrpt_401,effect,cause
disrpt_402,elaboration,elaboration
disrpt_403,concession,concession
disrpt_404,effect,evidence
disrpt_405,concession,evidence
disrpt_406,elaboration,purpose
disrpt_407,concession,contrast
disrpt_408,effect,joint
disrpt_409,background,attribution
disrpt_410,elaboration,evaluation
disrpt_411,comparison,preparation
disrpt_412,elaboration,sequence
disrpt_413,restatement,preparation
disrpt_414,effect,cause
disrpt_415,elaboration,elaboration
disrpt_416,elaboration,elaboration
disrpt_417,cause,joint
disrpt_418,elaboration,cause
disrpt_419,concession,joint
disrpt_420,sequence,sequence
disrpt_421,elaboration,joint
disrpt_422,elaboration,elaboration
disrpt_423,elaboration,elaboration
disrpt_424,elaboration,elaboration
disrpt_425,elaboration,joint
disrpt_426,concession,evidence
disrpt_427,elaboration,elaboration
disrpt_428,solutionhood,joint
disrpt_429,elaboration,elaboration
disrpt_430,concession,concession
disrpt_431,elaboration,elaboration
disrpt_432,sequence,sequence
disrpt_433,sequence,elaboration
disrpt_434,restatement,elaboration
disrpt_435,evaluation,evaluation
disrpt_436,elaboration,joint
disrpt_437,elaboration,elaboration
disrpt_438,contrast,contrast
disrpt_439,elaboration,evaluation
disrpt_440,elaboration,preparation
disrpt_441,elaboration,evaluation
disrpt_442,elaboration,elaboration
disrpt_443,elaboration,elaboration
disrpt_444,elaboration,elaboration
disrpt_445,elaboration,joint
disrpt_446,interpretation-evaluation,elaboration
disrpt_447,consequence,joint
disrpt_448,elaboration,condition
disrpt_449,background,background
disrpt_450,elaboration,background
disrpt_451,elaboration,attribution
disrpt_452,sequence,cause
disrpt_453,sequence,sequence
disrpt_454,cause-effect,condition
disrpt_455,attribution,attribution
disrpt_456,elaboration,purpose
disrpt_457,attribution,attribution
disrpt_458,elaboration,joint
disrpt_459,conclusion,evidence
disrpt_460,purpose,elaboration
disrpt_461,elaboration,preparation
disrpt_462,antithesis,contrast
disrpt_463,elaboration,joint
disrpt_464,purpose,purpose
disrpt_465,concession,contrast
disrpt_466,concession,joint
disrpt_467,elaboration,joint
disrpt_468,effect,joint
disrpt_469,contrast,contrast
disrpt_470,elaboration,joint
disrpt_471,elaboration,elaboration
disrpt_472,cause,elaboration
disrpt_473,elaboration,elaboration
disrpt_474,concession,joint
disrpt_475,antithesis,solutionhood
disrpt_476,cause,purpose
disrpt_477,elaboration,joint
disrpt_478,cause,preparation
disrpt_479,restatement,joint
disrpt_480,contrast,elaboration
disrpt_481,elaboration,joint
disrpt_482,background,purpose
disrpt_483,antithesis,contrast
disrpt_484,cause,attribution
disrpt_485,purpose,preparation
disrpt_486,sequence,sequence
disrpt_487,background,joint
disrpt_488,elaboration,preparation
disrpt_489,elaboration,elaboration
disrpt_490,concession,joint
disrpt_491,contrast,contrast
disrpt_492,restatement,preparation
disrpt_493,elaboration,joint
disrpt_494,elaboration,elaboration
disrpt_495,elaboration,joint
disrpt_496,condition,condition
disrpt_497,elaboration,elaboration
disrpt_498,elaboration,joint
disrpt_499,contrast,contrast
