task_id,answer,correct_answer
rudabank_1709,pos_answer,pos_answer
rudabank_2209,other_answers,yes_no_question
rudabank_952,neg_answer,disapproval
rudabank_1566,neg_answer,other_answers
rudabank_1644,pos_answer,pos_answer
rudabank_1381,pos_answer,opening
rudabank_544,open_question,back-channeling
rudabank_438,open_question,back-channeling
rudabank_686,closing,closing
rudabank_1343,other_answers,opening
rudabank_440,open_question,back-channeling
rudabank_582,apology,closing
rudabank_1116,neg_answer,neg_answer
rudabank_135,apology,apology
rudabank_25,apology,apology
rudabank_2072,appreciation,thanking
rudabank_2154,open_question,yes_no_question
rudabank_1054,neg_answer,neg_answer
rudabank_321,neg_answer,avoiding
rudabank_772,neg_answer,command
rudabank_755,command,command
rudabank_192,pos_answer,appreciation
rudabank_986,neg_answer,disapproval
rudabank_282,pos_answer,appreciation
rudabank_1475,opening,opening
rudabank_1189,open_question,open_question
rudabank_742,command,command
rudabank_1948,appreciation,thanking
rudabank_1699,pos_answer,pos_answer
rudabank_1208,neg_answer,open_question
rudabank_128,apology,apology
rudabank_990,neg_answer,disapproval
rudabank_1510,pos_answer,other_answers
rudabank_588,closing,closing
rudabank_1315,open_question,open_question
rudabank_1967,appreciation,thanking
rudabank_435,open_question,back-channeling
rudabank_51,apology,apology
rudabank_44,apology,apology
rudabank_354,neg_answer,avoiding
rudabank_1249,neg_answer,open_question
rudabank_254,appreciation,appreciation
rudabank_839,appreciation,command
rudabank_637,pos_answer,closing
rudabank_903,neg_answer,disapproval
rudabank_1828,pos_answer,statement
rudabank_782,command,command
rudabank_819,other_answers,command
rudabank_1375,opening,opening
rudabank_535,appreciation,back-channeling
rudabank_1345,opening,opening
rudabank_184,appreciation,appreciation
rudabank_1807,neg_answer,statement
rudabank_2229,pos_answer,yes_no_question
rudabank_1005,neg_answer,disapproval
rudabank_1080,neg_answer,neg_answer
rudabank_1286,open_question,open_question
rudabank_1366,opening,opening
rudabank_1862,statement,statement
rudabank_494,open_question,back-channeling
rudabank_931,disapproval,disapproval
rudabank_259,pos_answer,appreciation
rudabank_233,pos_answer,appreciation
rudabank_1905,statement,statement
rudabank_1293,other_answers,open_question
rudabank_1574,neg_answer,other_answers
rudabank_240,pos_answer,appreciation
rudabank_1083,neg_answer,neg_answer
rudabank_1547,pos_answer,other_answers
rudabank_2224,neg_answer,yes_no_question
rudabank_727,command,command
rudabank_289,appreciation,appreciation
rudabank_1165,neg_answer,neg_answer
rudabank_1001,neg_answer,disapproval
rudabank_1618,neg_answer,other_answers
rudabank_1487,neg_answer,other_answers
rudabank_332,closing,avoiding
rudabank_838,appreciation,command
rudabank_1451,opening,opening
rudabank_867,command,command
rudabank_905,neg_answer,disapproval
rudabank_1847,neg_answer,statement
rudabank_817,open_question,command
rudabank_554,pos_answer,back-channeling
rudabank_1113,neg_answer,neg_answer
rudabank_1270,back-channeling,open_question
rudabank_174,other_answers,appreciation
rudabank_679,closing,closing
rudabank_120,apology,apology
rudabank_1192,neg_answer,open_question
rudabank_1223,open_question,open_question
rudabank_1780,pos_answer,pos_answer
rudabank_2141,yes_no_question,yes_no_question
rudabank_275,pos_answer,appreciation
rudabank_599,closing,closing
rudabank_1448,appreciation,opening
rudabank_1918,pos_answer,statement
rudabank_342,avoiding,avoiding
rudabank_629,pos_answer,closing
rudabank_2147,neg_answer,yes_no_question
rudabank_1242,pos_answer,open_question
rudabank_649,closing,closing
rudabank_1549,other_answers,other_answers
rudabank_1877,pos_answer,statement
rudabank_163,appreciation,appreciation
rudabank_2157,neg_answer,yes_no_question
rudabank_1457,opening,opening
rudabank_1383,opening,opening
rudabank_561,pos_answer,back-channeling
rudabank_1719,pos_answer,pos_answer
rudabank_1596,neg_answer,other_answers
rudabank_478,appreciation,back-channeling
rudabank_529,open_question,back-channeling
rudabank_480,open_question,back-channeling
rudabank_230,pos_answer,appreciation
rudabank_303,pos_answer,appreciation
rudabank_1973,appreciation,thanking
rudabank_1689,pos_answer,pos_answer
rudabank_613,closing,closing
rudabank_1658,neg_answer,pos_answer
rudabank_1506,pos_answer,other_answers
rudabank_297,appreciation,appreciation
rudabank_879,disapproval,disapproval
rudabank_239,other_answers,appreciation
rudabank_99,apology,apology
rudabank_1775,pos_answer,pos_answer
rudabank_281,pos_answer,appreciation
rudabank_1508,neg_answer,other_answers
rudabank_1489,neg_answer,other_answers
rudabank_618,closing,closing
rudabank_1176,open_question,open_question
rudabank_2094,yes_no_question,yes_no_question
rudabank_1560,statement,other_answers
rudabank_2123,neg_answer,yes_no_question
rudabank_124,apology,apology
rudabank_1890,appreciation,statement
rudabank_185,appreciation,appreciation
rudabank_605,closing,closing
rudabank_2017,appreciation,thanking
rudabank_1869,pos_answer,statement
rudabank_65,apology,apology
rudabank_998,neg_answer,disapproval
rudabank_2110,open_question,yes_no_question
rudabank_1512,neg_answer,other_answers
rudabank_1454,opening,opening
rudabank_1106,neg_answer,neg_answer
rudabank_1944,thanking,thanking
rudabank_1491,neg_answer,other_answers
rudabank_1837,neg_answer,statement
rudabank_1893,pos_answer,statement
rudabank_219,pos_answer,appreciation
rudabank_930,neg_answer,disapproval
rudabank_978,neg_answer,disapproval
rudabank_1114,neg_answer,neg_answer
rudabank_1900,statement,statement
rudabank_212,appreciation,appreciation
rudabank_420,pos_answer,back-channeling
rudabank_647,closing,closing
rudabank_2140,appreciation,yes_no_question
rudabank_2015,appreciation,thanking
rudabank_1886,pos_answer,statement
rudabank_366,other_answers,avoiding
rudabank_430,pos_answer,back-channeling
rudabank_1027,neg_answer,neg_answer
rudabank_949,pos_answer,disapproval
rudabank_857,statement,command
rudabank_1606,command,other_answers
rudabank_1950,appreciation,thanking
rudabank_210,appreciation,appreciation
rudabank_590,closing,closing
rudabank_299,appreciation,appreciation
rudabank_306,neg_answer,avoiding
rudabank_1781,statement,statement
rudabank_756,other_answers,command
rudabank_1550,neg_answer,other_answers
rudabank_1509,pos_answer,other_answers
rudabank_220,other_answers,appreciation
rudabank_1233,open_question,open_question
rudabank_1044,neg_answer,neg_answer
rudabank_237,appreciation,appreciation
rudabank_2136,neg_answer,yes_no_question
rudabank_1974,appreciation,thanking
rudabank_409,neg_answer,avoiding
rudabank_2101,pos_answer,yes_no_question
rudabank_1216,open_question,open_question
rudabank_831,other_answers,command
rudabank_1419,other_answers,opening
rudabank_1505,neg_answer,other_answers
rudabank_1285,neg_answer,open_question
rudabank_13,apology,apology
rudabank_361,neg_answer,avoiding
rudabank_1857,statement,statement
rudabank_296,appreciation,appreciation
rudabank_1773,pos_answer,pos_answer
rudabank_1669,pos_answer,pos_answer
rudabank_527,open_question,back-channeling
rudabank_1851,statement,statement
rudabank_1196,open_question,open_question
rudabank_387,disapproval,avoiding
rudabank_1946,appreciation,thanking
rudabank_382,disapproval,avoiding
rudabank_1818,open_question,statement
rudabank_1472,opening,opening
rudabank_1317,open_question,open_question
rudabank_1750,statement,pos_answer
rudabank_1319,open_question,open_question
rudabank_1552,statement,other_answers
rudabank_177,pos_answer,appreciation
rudabank_636,back-channeling,closing
rudabank_2044,appreciation,thanking
rudabank_203,other_answers,appreciation
rudabank_2125,open_question,yes_no_question
rudabank_1971,appreciation,thanking
rudabank_1697,pos_answer,pos_answer
rudabank_1728,pos_answer,pos_answer
rudabank_840,pos_answer,command
rudabank_1221,open_question,open_question
rudabank_729,other_answers,command
rudabank_1481,neg_answer,other_answers
rudabank_2075,appreciation,thanking
rudabank_316,neg_answer,avoiding
rudabank_1610,neg_answer,other_answers
rudabank_1876,statement,statement
rudabank_374,statement,avoiding
rudabank_105,apology,apology
rudabank_1626,neg_answer,other_answers
rudabank_121,apology,apology
rudabank_841,disapproval,command
rudabank_1222,open_question,open_question
rudabank_1836,pos_answer,statement
rudabank_1558,statement,other_answers
rudabank_1047,neg_answer,neg_answer
rudabank_2112,open_question,yes_no_question
rudabank_859,other_answers,command
rudabank_1137,neg_answer,neg_answer
rudabank_115,apology,apology
rudabank_76,apology,apology
rudabank_416,pos_answer,back-channeling
rudabank_1614,statement,other_answers
rudabank_571,closing,closing
rudabank_450,open_question,back-channeling
rudabank_1228,open_question,open_question
rudabank_2040,appreciation,thanking
rudabank_610,neg_answer,closing
rudabank_1965,appreciation,thanking
rudabank_964,neg_answer,disapproval
rudabank_423,appreciation,back-channeling
rudabank_1651,pos_answer,pos_answer
rudabank_1271,open_question,open_question
rudabank_1683,pos_answer,pos_answer
rudabank_611,closing,closing
rudabank_2120,neg_answer,yes_no_question
rudabank_893,disapproval,disapproval
rudabank_2202,open_question,yes_no_question
rudabank_1068,neg_answer,neg_answer
rudabank_1429,opening,opening
rudabank_1053,neg_answer,neg_answer
rudabank_1647,pos_answer,pos_answer
rudabank_888,other_answers,disapproval
rudabank_2083,appreciation,thanking
rudabank_1801,neg_answer,statement
rudabank_178,pos_answer,appreciation
rudabank_471,neg_answer,back-channeling
rudabank_1456,opening,opening
rudabank_2162,neg_answer,yes_no_question
rudabank_1269,open_question,open_question
rudabank_1533,statement,other_answers
rudabank_617,closing,closing
rudabank_1406,open_question,opening
rudabank_1134,neg_answer,neg_answer
rudabank_693,other_answers,closing
rudabank_1104,neg_answer,neg_answer
rudabank_891,neg_answer,disapproval
rudabank_2008,appreciation,thanking
rudabank_1907,appreciation,statement
rudabank_1999,thanking,thanking
rudabank_1220,open_question,open_question
rudabank_999,neg_answer,disapproval
rudabank_1263,open_question,open_question
rudabank_1248,open_question,open_question
rudabank_942,neg_answer,disapproval
rudabank_1368,opening,opening
rudabank_63,apology,apology
rudabank_836,neg_answer,command
rudabank_1452,statement,opening
rudabank_694,closing,closing
rudabank_974,neg_answer,disapproval
rudabank_1090,neg_answer,neg_answer
rudabank_1389,opening,opening
rudabank_993,neg_answer,disapproval
rudabank_1883,neg_answer,statement
rudabank_973,neg_answer,disapproval
rudabank_1387,opening,opening
rudabank_2031,appreciation,thanking
rudabank_2021,appreciation,thanking
rudabank_719,other_answers,command
rudabank_1730,pos_answer,pos_answer
rudabank_764,open_question,command
rudabank_765,statement,command
rudabank_668,neg_answer,closing
rudabank_205,appreciation,appreciation
rudabank_620,closing,closing
rudabank_2126,open_question,yes_no_question
rudabank_1718,pos_answer,pos_answer
rudabank_1572,statement,other_answers
rudabank_2024,pos_answer,thanking
rudabank_2097,open_question,yes_no_question
rudabank_1204,neg_answer,open_question
rudabank_630,pos_answer,closing
rudabank_23,apology,apology
rudabank_1926,pos_answer,statement
rudabank_427,pos_answer,back-channeling
rudabank_1403,opening,opening
rudabank_988,disapproval,disapproval
rudabank_519,neg_answer,back-channeling
rudabank_198,pos_answer,appreciation
rudabank_49,apology,apology
