task_id,answer,correct_answer
disrpt_235,elaboration,elaboration
disrpt_236,restatement,solutionhood
disrpt_237,purpose,purpose
disrpt_238,interpretation-evaluation,attribution
disrpt_239,joint,joint
disrpt_240,effect,joint
disrpt_241,elaboration,joint
disrpt_242,elaboration,elaboration
disrpt_243,restatement,elaboration
disrpt_244,sequence,sequence
disrpt_245,cause-effect,cause
disrpt_246,restatement,elaboration
disrpt_247,sequence,sequence
disrpt_248,effect,background
disrpt_249,comparison,joint
disrpt_250,joint,attribution
disrpt_251,contrast,joint
disrpt_252,joint,joint
disrpt_253,cause,elaboration
disrpt_254,background,background
disrpt_255,joint,elaboration
disrpt_256,contrast,comparison
disrpt_257,antithesis,elaboration
disrpt_258,contrast,joint
disrpt_259,elaboration,evaluation
disrpt_260,purpose,joint
disrpt_261,joint,purpose
disrpt_262,condition,condition
disrpt_263,background,preparation
disrpt_264,restatement,elaboration
disrpt_265,preparation,elaboration
disrpt_266,contrast,concession
disrpt_267,evidence,elaboration
disrpt_268,attribution,elaboration
disrpt_269,evidence,elaboration
disrpt_270,sequence,comparison
disrpt_271,joint,joint
disrpt_272,joint,evaluation
disrpt_273,effect,elaboration
disrpt_274,effect,condition
disrpt_275,effect,joint
disrpt_276,joint,joint
disrpt_277,effect,elaboration
disrpt_278,solutionhood,joint
disrpt_279,effect,condition
disrpt_280,background,evidence
disrpt_281,background,preparation
disrpt_282,solutionhood,condition
disrpt_283,sequence,condition
disrpt_284,background,purpose
disrpt_285,comparison,evidence
disrpt_286,joint,joint
disrpt_287,contrast,evaluation
disrpt_288,contrast,contrast
disrpt_289,sequence,evaluation
disrpt_290,restatement,preparation
disrpt_291,attribution,condition
disrpt_292,attribution,cause
disrpt_293,interpretation-evaluation,restatement
disrpt_294,elaboration,preparation
disrpt_295,sequence,background
disrpt_296,contrast,comparison
disrpt_297,elaboration,elaboration
disrpt_298,restatement,elaboration
disrpt_299,elaboration,elaboration
disrpt_300,conclusion,preparation
disrpt_301,elaboration,elaboration
disrpt_302,sequence,elaboration
disrpt_303,contrast,contrast
disrpt_304,attribution,condition
disrpt_305,joint,joint
disrpt_306,effect,attribution
disrpt_307,condition,solutionhood
disrpt_308,evidence,interpretation-evaluation
disrpt_309,comparison,joint
disrpt_310,sequence,cause
disrpt_311,background,background
disrpt_312,concession,background
disrpt_313,effect,evaluation
disrpt_314,contrast,joint
disrpt_315,sequence,preparation
disrpt_316,comparison,elaboration
disrpt_317,cause,cause
disrpt_318,sequence,joint
disrpt_319,background,elaboration
disrpt_320,joint,contrast
disrpt_321,restatement,elaboration
disrpt_322,elaboration,joint
disrpt_323,attribution,attribution
disrpt_324,sequence,elaboration
disrpt_325,effect,cause
disrpt_326,restatement,elaboration
disrpt_327,sequence,joint
disrpt_328,effect,elaboration
disrpt_329,sequence,joint
disrpt_330,cause,elaboration
disrpt_331,background,preparation
disrpt_332,interpretation-evaluation,evidence
disrpt_333,background,elaboration
disrpt_334,interpretation-evaluation,preparation
disrpt_335,elaboration,elaboration
disrpt_336,contrast,evaluation
disrpt_337,restatement,elaboration
disrpt_338,background,elaboration
disrpt_339,joint,elaboration
disrpt_340,evidence,cause
disrpt_341,comparison,joint
disrpt_342,purpose,interpretation-evaluation
disrpt_343,comparison,comparison
disrpt_344,joint,sequence
disrpt_345,conclusion,joint
disrpt_346,background,preparation
disrpt_347,effect,joint
disrpt_348,motivation,attribution
disrpt_349,cause-effect,joint
disrpt_350,elaboration,elaboration
disrpt_351,effect,evaluation
disrpt_352,cause-effect,cause
disrpt_353,comparison,joint
disrpt_354,elaboration,elaboration
disrpt_355,contrast,evaluation
disrpt_356,effect,joint
disrpt_357,background,evaluation
disrpt_358,elaboration,purpose
disrpt_359,sequence,elaboration
disrpt_360,effect,evaluation
disrpt_361,comparison,joint
disrpt_362,elaboration,elaboration
disrpt_363,background,attribution
disrpt_364,comparison,joint
disrpt_365,interpretation-evaluation,elaboration
disrpt_366,contrast,contrast
disrpt_367,condition,condition
disrpt_368,comparison,joint
disrpt_369,purpose,purpose
disrpt_370,interpretation-evaluation,cause
disrpt_371,restatement,elaboration
disrpt_372,effect,preparation
disrpt_373,attribution,attribution
disrpt_374,contrast,joint
disrpt_375,attribution,elaboration
disrpt_376,purpose,contrast
disrpt_377,effect,joint
disrpt_378,effect,contrast
disrpt_379,contrast,comparison
disrpt_380,cause,joint
disrpt_381,contrast,elaboration
disrpt_382,restatement,solutionhood
disrpt_383,elaboration,contrast
disrpt_384,joint,attribution
disrpt_385,joint,condition
disrpt_386,attribution,restatement
disrpt_387,elaboration,joint
disrpt_388,restatement,attribution
disrpt_389,attribution,elaboration
disrpt_390,joint,elaboration
disrpt_391,conclusion,evaluation
disrpt_392,sequence,sequence
disrpt_393,interpretation-evaluation,solutionhood
disrpt_394,elaboration,elaboration
disrpt_395,cause,purpose
disrpt_396,elaboration,evidence
disrpt_397,contrast,evidence
disrpt_398,effect,elaboration
disrpt_399,sequence,contrast
disrpt_400,attribution,cause
disrpt_401,effect,cause
disrpt_402,background,elaboration
disrpt_403,antithesis,concession
disrpt_404,effect,evidence
disrpt_405,elaboration,evidence
disrpt_406,joint,purpose
disrpt_407,antithesis,contrast
disrpt_408,effect,joint
disrpt_409,attribution,attribution
disrpt_410,interpretation-evaluation,evaluation
disrpt_411,contrast,preparation
disrpt_412,sequence,sequence
disrpt_413,restatement,preparation
disrpt_414,effect,cause
disrpt_415,background,elaboration
disrpt_416,restatement,elaboration
disrpt_417,concession,joint
disrpt_418,sequence,cause
disrpt_419,concession,joint
disrpt_420,preparation,sequence
disrpt_421,elaboration,joint
disrpt_422,elaboration,elaboration
disrpt_423,restatement,elaboration
disrpt_424,sequence,elaboration
disrpt_425,comparison,joint
disrpt_426,effect,evidence
disrpt_427,restatement,elaboration
disrpt_428,purpose,joint
disrpt_429,restatement,elaboration
disrpt_430,contrast,concession
disrpt_431,solutionhood,elaboration
disrpt_432,sequence,sequence
disrpt_433,contrast,elaboration
disrpt_434,joint,elaboration
disrpt_435,restatement,evaluation
disrpt_436,elaboration,joint
disrpt_437,background,elaboration
disrpt_438,contrast,contrast
disrpt_439,joint,evaluation
disrpt_440,purpose,preparation
disrpt_441,cause,evaluation
disrpt_442,effect,elaboration
disrpt_443,restatement,elaboration
disrpt_444,elaboration,elaboration
disrpt_445,purpose,joint
disrpt_446,interpretation-evaluation,elaboration
disrpt_447,conclusion,joint
disrpt_448,elaboration,condition
disrpt_449,sequence,background
disrpt_450,evidence,background
disrpt_451,interpretation-evaluation,attribution
disrpt_452,sequence,cause
disrpt_453,preparation,sequence
disrpt_454,cause,condition
disrpt_455,conclusion,attribution
disrpt_456,purpose,purpose
disrpt_457,attribution,attribution
disrpt_458,joint,joint
disrpt_459,conclusion,evidence
disrpt_460,purpose,elaboration
disrpt_461,elaboration,preparation
disrpt_462,contrast,contrast
disrpt_463,elaboration,joint
disrpt_464,purpose,purpose
disrpt_465,contrast,contrast
disrpt_466,contrast,joint
disrpt_467,joint,joint
disrpt_468,conclusion,joint
disrpt_469,concession,contrast
disrpt_470,restatement,joint
disrpt_471,evidence,elaboration
disrpt_472,cause,elaboration
disrpt_473,elaboration,elaboration
disrpt_474,contrast,joint
disrpt_475,concession,solutionhood
disrpt_476,condition,purpose
disrpt_477,joint,joint
disrpt_478,background,preparation
disrpt_479,joint,joint
disrpt_480,joint,elaboration
disrpt_481,elaboration,joint
disrpt_482,purpose,purpose
disrpt_483,contrast,contrast
disrpt_484,conclusion,attribution
disrpt_485,purpose,preparation
disrpt_486,sequence,sequence
disrpt_487,cause,joint
disrpt_488,effect,preparation
disrpt_489,restatement,elaboration
disrpt_490,concession,joint
disrpt_491,contrast,contrast
disrpt_492,restatement,preparation
disrpt_493,preparation,joint
disrpt_494,background,elaboration
disrpt_495,elaboration,joint
disrpt_496,attribution,condition
disrpt_497,restatement,elaboration
disrpt_498,comparison,joint
disrpt_499,contrast,contrast
